conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
289,"623, 624, 15558",Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","743, 744, 7074",,2,,2002,3387,3330,3924,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624, 15558",Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","743, 744, 7074",,2,,2004,1360,1327,1406,3,Colombia,100,,,,100,100,5,25.1
289,"624, 17247",Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2018,131,131,131,3,Colombia,100,,,,100,100,5,25.1
289,"624, 17247",Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2019,117,117,121,3,"Colombia, Ecuador",100,,,,100,"100, 130",5,25.1
289,17247,Colombia,Government of Colombia,17,,FARC-EMC,8468,,2,,2020,28,28,28,3,"Colombia, Peru",100,,,,100,"100, 135",5,25.1
289,"624, 17247",Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2021,113,113,123,3,Colombia,100,,,,100,100,5,25.1
289,"624, 17247",Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2022,122,122,123,3,Colombia,100,,,,100,100,5,25.1
289,"624, 17247",Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2023,89,88,90,3,Colombia,100,,,,100,100,5,25.1
289,"624, 17247, 17249",Colombia,Government of Colombia,17,,"ELN, FARC - Segunda Marquetalia, FARC-EMC","744, 8468, 8469",,2,,2024,225,219,229,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624, 626",Colombia,Government of Colombia,17,,"ELN, EPL, FARC","743, 744, 746",,2,,1989,238,237,944,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624, 626",Colombia,Government of Colombia,17,,"ELN, EPL, FARC","743, 744, 746",,2,,1990,501,501,568,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1991,725,725,754,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1992,1479,1479,1503,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1993,182,182,192,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1994,1123,1123,1334,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1995,823,823,828,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1996,1192,1185,1229,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1997,560,560,676,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1998,939,938,1384,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1999,1578,1557,1867,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2001,1864,1859,1983,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2003,2086,2059,2114,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2005,1561,1533,1613,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2006,503,503,515,3,Colombia,100,,,,100,100,5,25.1
289,623,Colombia,Government of Colombia,17,,FARC,743,,2,,2007,318,318,325,3,"Colombia, Venezuela",100,,,,100,"100, 101",5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2008,282,273,291,3,"Colombia, Ecuador",100,,,,100,"100, 130",5,25.1
289,623,Colombia,Government of Colombia,17,,FARC,743,,2,,2009,379,379,423,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2010,419,419,425,3,Colombia,100,,,,100,100,5,25.1
289,623,Colombia,Government of Colombia,17,,FARC,743,,2,,2011,202,202,208,3,Colombia,100,,,,100,100,5,25.1
289,623,Colombia,Government of Colombia,17,,FARC,743,,2,,2012,211,211,310,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2013,140,140,183,3,Colombia,100,,,,100,100,5,25.1
289,623,Colombia,Government of Colombia,17,,FARC,743,,2,,2014,119,119,119,3,Colombia,100,,,,100,100,5,25.1
289,"623, 624",Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2015,134,134,140,3,Colombia,100,,,,100,100,5,25.1
289,624,Colombia,Government of Colombia,17,,ELN,744,,2,,2016,30,30,30,3,Colombia,100,,,,100,100,5,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,,2018,111,111,127,2,Syria,630,,666,,"630, 666",652,2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,,2019,138,113,153,2,Syria,630,,666,,"630, 666",652,2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2020,461,398,473,2,"Iran, Iraq, Syria, Yemen (North Yemen)",630,,666,2,"630, 666","630, 645, 652, 678",2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2021,166,161,176,2,Syria,630,,666,2,"630, 666",652,2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2022,56,56,92,2,"Iraq, Syria, Yemen (North Yemen)",630,,666,2,"630, 666","645, 652, 678",2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2023,160,160,160,2,Syria,630,,666,2,"630, 666",652,2,25.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2024,549,548,549,2,"Iran, Iraq, Israel, Jordan, Syria",630,,666,2,"630, 666","630, 645, 666, 663, 652",2,25.1
16292,15661,Tajikistan,Government of Tajikistan,131,,IS,234,,1,Islamic State,2018,52,52,63,3,Tajikistan,702,,,,702,702,3,25.1
16292,15661,Tajikistan,Government of Tajikistan,131,,IS,234,,1,Islamic State,2019,49,24,75,3,Tajikistan,702,,,,702,702,3,25.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2018,42,42,89,3,Chad,483,,,,483,483,4,25.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2020,53,6,53,3,Chad,483,,,,483,483,4,25.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2023,61,61,79,3,Chad,483,,,,483,483,4,25.1
288,16743,Chad,Government of Chad,87,,FACT,7255,,2,,2021,431,431,631,3,Chad,483,,,,483,483,4,25.1
288,"606, 607, 608",Chad,Government of Chad,87,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April","442, 443, 444",,2,,1989,315,315,1585,3,"Chad, Sudan",483,,,,483,"483, 625",4,25.1
288,"606, 609",Chad,Government of Chad,87,,"Islamic Legion, MPS","442, 445",,2,,1990,1352,1352,8932,3,"Chad, Sudan",483,,,,483,"483, 625",4,25.1
288,"610, 611",Chad,Government of Chad,87,,"MDD, Military faction (forces of Maldoum Bada Abbas)","446, 449",,2,,1991,68,68,68,3,Chad,483,,,,483,483,4,25.1
288,"610, 612, 613, 614",Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","446, 447, 448, 450",,2,,1992,899,899,1553,3,Chad,483,,,,483,483,4,25.1
288,"610, 612, 613, 614",Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","446, 447, 448, 450",,2,,1993,120,120,120,3,Chad,483,,,,483,483,4,25.1
288,"610, 615",Chad,Government of Chad,87,,"FARF, MDD","446, 451",,2,,1997,97,97,97,3,Chad,483,,,,483,483,4,25.1
288,"612, 613, 614",Chad,Government of Chad,87,,"CNR, CSNPD, FNT","447, 448, 450",,2,,1994,156,156,260,3,Chad,483,,,,483,483,4,25.1
288,615,Chad,Government of Chad,87,,FARF,451,,2,,1998,34,34,34,3,Chad,483,,,,483,483,4,25.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,1999,394,394,1149,3,Chad,483,,,,483,483,4,25.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2000,989,989,1041,3,Chad,483,,,,483,483,4,25.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2001,226,226,326,3,Chad,483,,,,483,483,4,25.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2002,294,294,350,3,Chad,483,,,,483,483,4,25.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2003,37,37,189,3,Chad,483,,,,483,483,4,25.1
288,617,Chad,Government of Chad,87,,FUCD,453,,2,,2005,100,100,356,3,Chad,483,,,,483,483,4,25.1
288,"617, 618, 619",Chad,Government of Chad,87,,"FUCD, RAFD, UFDD","453, 454, 456",,2,,2006,1250,1250,2623,3,Chad,483,,,,483,483,4,25.1
288,619,Chad,Government of Chad,87,,UFDD,456,,2,,2007,69,69,380,3,Chad,483,,,,483,483,4,25.1
288,620,Chad,Government of Chad,87,,AN,716,,2,,2008,991,991,1361,3,Chad,483,,,,483,483,4,25.1
288,621,Chad,Government of Chad,87,,UFR,1069,,2,,2009,131,131,324,3,Chad,483,,,,483,483,4,25.1
288,622,Chad,Government of Chad,87,,FPRN,1112,,2,,2010,42,42,83,3,"Chad, Sudan",483,,,,483,"483, 625",4,25.1
300,"644, 15800, 15801",Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR, Military faction (Forces of Hun Sen)","270, 7248, 7249",,2,,1997,415,415,649,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,"644, 15800",Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR","270, 7248",,2,,1998,246,246,385,3,"Cambodia (Kampuchea), Thailand",811,,,,811,"811, 800",3,25.1
300,"644, 646, 647",Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,,1989,818,818,2438,4,"Cambodia (Kampuchea), Thailand",811,816,,,811,"811, 800",3,25.1
300,"644, 646",Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"KPNLF, KR","270, 272",,2,,1990,274,268,657,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,"644, 646, 647",Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,,1991,220,220,451,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,644,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1992,118,118,118,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,644,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1993,274,274,393,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,644,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1994,464,404,1126,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,644,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1995,694,684,1105,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
300,644,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1996,788,788,1007,3,Cambodia (Kampuchea),811,,,,811,811,3,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2017,35,35,44,3,Cameroon,471,,,,471,471,4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2018,754,750,1010,3,"Cameroon, Nigeria",471,,,,471,"471, 475",4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2019,558,557,645,3,Cameroon,471,,,,471,471,4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2020,401,377,457,3,Cameroon,471,,,,471,471,4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2021,519,510,644,3,Cameroon,471,,,,471,471,4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2022,375,319,446,3,Cameroon,471,,,,471,471,4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2023,193,185,240,3,"Cameroon, Nigeria",471,,,,471,"471, 475",4,25.1
14129,15895,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2024,168,161,174,3,Cameroon,471,,,,471,471,4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2016,25,9,185,3,Angola,540,,,,540,540,4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2017,25,16,111,3,Angola,540,,,,540,540,4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2019,25,10,50,3,"Angola, Congo, DR Congo (Zaire)",540,,,,540,"540, 484, 490",4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2020,25,11,136,3,"Angola, Congo, DR Congo (Zaire)",540,,,,540,"540, 484, 490",4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2022,25,6,149,3,"Angola, Congo, DR Congo (Zaire)",540,,,,540,"540, 484, 490",4,25.1
387,15993,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,2024,25,10,109,3,"Angola, DR Congo (Zaire)",540,,,,540,"540, 490",4,25.1
387,831,Angola,Government of Angola,99,,FLEC-R,540,,1,Cabinda,1991,25,6,41,3,Angola,540,,,,540,540,4,25.1
387,"831, 832",Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","540, 541",,1,Cabinda,1994,50,4,154,3,Angola,540,,,,540,540,4,25.1
387,"831, 832",Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","540, 541",,1,Cabinda,1997,51,6,70,3,Angola,540,,,,540,540,4,25.1
387,"831, 832",Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","540, 541",,1,Cabinda,2002,56,32,435,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1992,25,2,128,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1995,25,3,87,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1996,29,6,256,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1998,25,13,313,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2003,25,22,146,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2004,25,8,54,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2007,25,0,110,3,Angola,540,,,,540,540,4,25.1
387,832,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2009,25,1,66,3,Angola,540,,,,540,540,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,Islamic State,2017,96,96,96,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,Islamic State,2018,378,275,389,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,Islamic State,2019,335,292,348,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,Islamic State,2020,644,641,702,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Kenya, Government of Nepal, Government of South Africa, Government of Tanzania, Government of Uganda",IS,234,,1,Islamic State,2021,616,588,640,4,DR Congo (Zaire),490,"501, 790, 560, 510, 500",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Burundi, Government of Indonesia, Government of Kenya, Government of Malawi, Government of Nepal, Government of South Africa, Government of South Sudan, Government of Tanzania, Government of Uganda, Government of Ukraine",IS,234,,1,Islamic State,2022,914,898,1000,4,DR Congo (Zaire),490,"516, 850, 501, 553, 790, 560, 626, 510, 500, 369",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Bangladesh, Government of Indonesia, Government of Kenya, Government of Nepal, Government of South Africa, Government of Tanzania, Government of Uganda",IS,234,,1,Islamic State,2023,348,338,1313,4,DR Congo (Zaire),490,"771, 850, 501, 790, 560, 510, 500",,,490,490,4,25.1
14692,15998,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania, Government of Uganda",IS,234,,1,Islamic State,2024,150,148,251,4,DR Congo (Zaire),490,"553, 560, 510, 500",,,490,490,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,,IS,234,,1,Islamic State,2019,194,168,218,3,Mozambique,541,,,,541,541,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,,IS,234,,1,Islamic State,2020,939,645,1261,3,Mozambique,541,,,,541,541,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,"Government of Angola, Government of Botswana, Government of DR Congo (Zaire), Government of Lesotho, Government of Malawi, Government of Rwanda, Government of South Africa, Government of Tanzania, Government of Zambia",IS,234,,1,Islamic State,2021,867,496,1179,4,Mozambique,541,"540, 571, 490, 570, 553, 517, 560, 510, 551",,,541,541,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,"Government of Angola, Government of Botswana, Government of DR Congo (Zaire), Government of Lesotho, Government of Malawi, Government of Rwanda, Government of South Africa, Government of Tanzania, Government of Zambia",IS,234,,1,Islamic State,2022,378,212,592,4,Mozambique,541,"540, 571, 490, 570, 553, 517, 560, 510, 551",,,541,541,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,"Government of Angola, Government of Botswana, Government of DR Congo (Zaire), Government of Lesotho, Government of Malawi, Government of Rwanda, Government of South Africa, Government of Tanzania, Government of Zambia",IS,234,,1,Islamic State,2023,176,85,247,4,Mozambique,541,"540, 571, 490, 570, 553, 517, 560, 510, 551",,,541,541,4,25.1
14845,16022,Mozambique,Government of Mozambique,100,"Government of Angola, Government of Botswana, Government of DR Congo (Zaire), Government of Lesotho, Government of Malawi, Government of Rwanda, Government of South Africa, Government of Tanzania, Government of Zambia",IS,234,,1,Islamic State,2024,151,108,321,4,Mozambique,541,"540, 571, 490, 570, 553, 517, 560, 510, 551",,,541,541,4,25.1
14935,16023,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Asaminew Tsige),7438,,1,Amhara,2019,27,27,27,3,Ethiopia,530,,,,530,530,4,25.1
333,"735, 16210",Afghanistan,Government of Afghanistan,130,Government of United States of America,"High Council of Afghanistan Islamic Emirate, Taleban","303, 6252",,2,,2020,20159,18696,21387,4,Afghanistan,700,2,,,700,700,3,25.1
333,"735, 16825",Afghanistan,Government of Afghanistan,130,Government of United States of America,"NRF, Taleban","303, 8114",,2,,2021,35329,33413,39549,4,Afghanistan,700,2,,,700,700,3,25.1
333,"16825, 17083",Afghanistan,Government of Afghanistan,130,,"AFF, NRF","8114, 8343",,2,,2022,617,380,1183,3,Afghanistan,700,,,,700,700,3,25.1
333,"16825, 17083",Afghanistan,Government of Afghanistan,130,,"AFF, NRF","8114, 8343",,2,,2023,74,55,179,3,Afghanistan,700,,,,700,700,3,25.1
333,16825,Afghanistan,Government of Afghanistan,130,,NRF,8114,,2,,2024,28,18,95,3,Afghanistan,700,,,,700,700,3,25.1
333,"724, 726, 727, 729, 732",Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","292, 294, 296, 299, 300",,2,,1989,5174,1904,17051,4,Afghanistan,700,365,,,700,700,3,25.1
333,"724, 726, 727, 732, 733",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)","292, 294, 299, 300, 301",,2,,1990,1478,1323,2275,3,Afghanistan,700,,,,700,700,3,25.1
333,"724, 726, 727, 732",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","292, 294, 299, 300",,2,,1991,3302,3156,3802,3,Afghanistan,700,,,,700,700,3,25.1
333,"724, 726, 732",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","292, 299, 300",,2,,1992,4276,4259,5460,3,Afghanistan,700,,,,700,700,3,25.1
333,"724, 735, 736",Afghanistan,Government of Afghanistan,130,,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA","292, 303, 304",,2,,1996,3177,3161,3638,3,Afghanistan,700,,,,700,700,3,25.1
333,"726, 732, 734",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","299, 300, 302",,2,,1993,3721,3713,7805,3,Afghanistan,700,,,,700,700,3,25.1
333,"726, 732, 734",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","299, 300, 302",,2,,1994,8937,8937,11955,3,Afghanistan,700,,,,700,700,3,25.1
333,"726, 732, 734, 735",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban","299, 300, 302, 303",,2,,1995,5516,5516,6490,3,"Afghanistan, Pakistan",700,,,,700,"700, 770",3,25.1
333,726,Afghanistan,Government of Afghanistan,130,,Hizb-i Islami-yi Afghanistan,299,,2,,2002,30,30,30,3,Afghanistan,700,,,,700,700,3,25.1
333,"726, 735",Afghanistan,Government of Afghanistan,130,"Government of Australia, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Romania, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2003,660,646,984,4,Afghanistan,700,"385, 2, 900, 390, 220, 260, 325, 210, 920, 290, 360, 200",,,700,700,3,25.1
333,"726, 735",Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of North Macedonia, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2006,4734,4665,5543,4,"Afghanistan, Pakistan",700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 260, 350, 310, 395, 205, 325, 367, 368, 212, 210, 920, 343, 385, 770, 290, 235, 360, 317, 349, 230, 380, 225, 640, 200, 2",,,700,"700, 770",3,25.1
333,"726, 735",Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2008,5655,5204,7189,4,"Afghanistan, Pakistan",700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 640, 200, 2",,,700,"700, 770",3,25.1
333,"726, 735",Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of North Macedonia, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2009,6390,5659,8063,4,"Afghanistan, Pakistan",700,"339, 900, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 325, 367, 368, 212, 210, 920, 343, 385, 770, 290, 235, 360, 830, 317, 349, 230, 380, 640, 369, 696, 200, 2",,,700,"700, 770",3,25.1
