Entity,Code,Year,cephalopods__00002766__production__005511__tonnes,molluscs__other__00002767__production__005511__tonnes,crustaceans__00002765__production__005511__tonnes,marine_fish__other__00002764__production__005511__tonnes,demersal_fish__00002762__production__005511__tonnes,pelagic_fish__00002763__production__005511__tonnes,freshwater_fish__00002761__production__005511__tonnes
Net Food Importing Developing Countries (FAO),,1964,7100,38600,97570,223500,369820,9897660,1289520
Net Food Importing Developing Countries (FAO),,1965,7900,40650,98650,220040,382660,8186110,1338770
Net Food Importing Developing Countries (FAO),,1966,8200,40600,97750,256280,434110,9655530,1374910
Net Food Importing Developing Countries (FAO),,1967,8500,39710,101930,254480,485210,10924360,1413240
Net Food Importing Developing Countries (FAO),,1968,9900,44620,102790,276270,513599.97,11270710,1524770
Net Food Importing Developing Countries (FAO),,1969,14100,49970,112470,270460,527350,10139820,1557040
Net Food Importing Developing Countries (FAO),,1970,11150,23820,82620,604730,419500,13353900,1651530
Net Food Importing Developing Countries (FAO),,1971,10900,24920,93190,630800,444370,11337160,1715430
Net Food Importing Developing Countries (FAO),,1972,12530,32689.998,102110,709270,481390,5809670,1821540
Net Food Importing Developing Countries (FAO),,1973,16110.001,41890,100200,903990,663490,3134230,1871280
Net Food Importing Developing Countries (FAO),,1974,36720,36490,100670,713730,604020,5024270,1878820
Net Food Importing Developing Countries (FAO),,1975,35880,34840,102250,672060,560140,4145460,1749300
Net Food Importing Developing Countries (FAO),,1976,41010,43310,114890,671290,614810,5089810,1752090
Net Food Importing Developing Countries (FAO),,1977,44930,45330,103640,745080,693320,3192330,1864850
Net Food Importing Developing Countries (FAO),,1978,44060,81490,110510,729950,929160,4040740,1773010
Net Food Importing Developing Countries (FAO),,1979,35210,59110,117520,704550,668390,4495210,1766190
Net Food Importing Developing Countries (FAO),,1980,35570,51930,133730,735900,678530,3580160,1816960
Net Food Importing Developing Countries (FAO),,1981,53690,59100,144970,760550,637380,3751110,1845000
Net Food Importing Developing Countries (FAO),,1982,72850,53480,141580,768180,631750,4522340,1943980
Net Food Importing Developing Countries (FAO),,1983,112970,50400,150480,1028360,508360,2627420,2011630
Net Food Importing Developing Countries (FAO),,1984,118010,74970,146370,1076210,566030,4268870,2153660
Net Food Importing Developing Countries (FAO),,1985,119920,97220,158780,1135700,616250,5163090,2199490
Net Food Importing Developing Countries (FAO),,1986,137950,77140,184470,1283260,644610,6727730,2328110
Net Food Importing Developing Countries (FAO),,1987,153980,67120,217810,1224800,670540,5695670,2407260
Net Food Importing Developing Countries (FAO),,1988,160000,72010,193210,1215460,698830,7907700,2512480
Net Food Importing Developing Countries (FAO),,1989,162350,98800,196050,1296300,719450,8079200,2502200
Net Food Importing Developing Countries (FAO),,1990,185710,102330,203440,1245430,794730,8403940,2649410
Net Food Importing Developing Countries (FAO),,1991,216400,71920,217760,1210530,752410,8544180,2613190
Net Food Importing Developing Countries (FAO),,1992,177420,86920,212580,1176090,833260,9550430,2694740
Net Food Importing Developing Countries (FAO),,1993,187690,90640,252550,1184500,964110,11263760,2770040
Net Food Importing Developing Countries (FAO),,1994,203790,96300,264920,1155850,1004510,14114300,2888380
Net Food Importing Developing Countries (FAO),,1995,201970,109710,297160,1104670,1157240,11020580,3192480
Net Food Importing Developing Countries (FAO),,1996,177310,93200,308920,1014920,1219800,11418240,3191010
Net Food Importing Developing Countries (FAO),,1997,172540,116370,349090,1256810,1140390,10009580,3382760
Net Food Importing Developing Countries (FAO),,1998,181140,127530,368210,1526370,1170030,6361420,3482040
Net Food Importing Developing Countries (FAO),,1999,280800,135760,454560,1342830,1146000,10658880,3912620
Net Food Importing Developing Countries (FAO),,2000,315870,118220,408700,1381450,1282530,13020200,4162799.8
Net Food Importing Developing Countries (FAO),,2001,318820,119760,434650,1530850,1360390,10503850,4425850
Net Food Importing Developing Countries (FAO),,2002,313790,122260,488840,1595050,1313710,11413200,4569650
Net Food Importing Developing Countries (FAO),,2003,331260,130700,555390,1548180,1351140,9021080,4800960
Net Food Importing Developing Countries (FAO),,2004,414050,110390,616700,1768300,1322050,12578760,5323590
Net Food Importing Developing Countries (FAO),,2005,464000,94570,626940,1972560,1256800,12050620,5692140
Net Food Importing Developing Countries (FAO),,2006,583510,97130,668210,1936580,1297380,9415270,6167140
Net Food Importing Developing Countries (FAO),,2007,581110,178280,647300,2126980,1318570,9525830,6541750
Net Food Importing Developing Countries (FAO),,2008,676830,168990,641210,2272770,1247350,9730340,6722480
Net Food Importing Developing Countries (FAO),,2009,582600,177300,586790,2647660,1335290,9500480,7235740
Net Food Importing Developing Countries (FAO),,2010,514000,228000,591000,1950000,1318000,6966000,7903000
Net Food Importing Developing Countries (FAO),,2011,567000,236000,602000,1936000,1321000,10855000,8378000
Net Food Importing Developing Countries (FAO),,2012,699000,134000,609000,1889000,1374000,7894000,8708000
Net Food Importing Developing Countries (FAO),,2013,679000,184000,618000,1856000,1394000,9074000,9203000
Net Food Importing Developing Countries (FAO),,2014,818000,204000,671000,1932000,1384000,6826000,9483000
Net Food Importing Developing Countries (FAO),,2015,761000,140000,647000,1930000,1403000,8336000,9684000
Net Food Importing Developing Countries (FAO),,2016,558000,136000,676000,2111000,1562000,7790000,10085000
Net Food Importing Developing Countries (FAO),,2017,536000,125000,757000,2161000,1795000,8395000,10514000
Net Food Importing Developing Countries (FAO),,2018,591000,139000,772000,2059000,1746000,11291000,11033000
Net Food Importing Developing Countries (FAO),,2019,811000,265000,807000,1907000,1725000,8719000,11388000
Net Food Importing Developing Countries (FAO),,2020,820000,267000,799000,1899000,1789000,8519000,11282000
Net Food Importing Developing Countries (FAO),,2021,833000,265000,825000,1870000,1891000,8545000,11274000
Net Food Importing Developing Countries (FAO),,2022,833000,265000,825000,1870000,1891000,8545000,11245000
Netherlands,NLD,1961,0,88500,14900,700,63100,164600,13700
Netherlands,NLD,1962,0,106100,16400,900,70000,115300,10600
Netherlands,NLD,1963,0,92800,24700,500,77400,154800,10600
Netherlands,NLD,1964,0,123100,21900,400,79800,148100,13800
Netherlands,NLD,1965,0,119900,17400,600,113500,109600,14200
Netherlands,NLD,1966,0,104700,15800,1100,123200,91700,16500
Netherlands,NLD,1967,0,88500,14300,300,120900,73700,16000
Netherlands,NLD,1968,0,114700,11200,800,133900,51300,10600
Netherlands,NLD,1969,0,106700,11800,100,134400,60200,9100
Netherlands,NLD,1970,100,86800,10300,100,133200,67000,2500
Netherlands,NLD,1971,0,96600,5300,0,151100,63800,3400
Netherlands,NLD,1972,0,117200,4700,100,154600,67900,2800
Netherlands,NLD,1973,30,114000,6100,100,135500,84300,3500
Netherlands,NLD,1974,50,99940,7620,2270,139660,71760,3710
Netherlands,NLD,1975,40,113520,7520,240,134510,89820,4920
Netherlands,NLD,1976,80,74620,7600,90,122670,76370,3420
Netherlands,NLD,1977,80,110490,4120,10,132190,62560,3640
Netherlands,NLD,1978,10,119610,4590,0,123050,74740,2170
Netherlands,NLD,1979,10,98490,6340,0,115070,101350,2520
Netherlands,NLD,1980,10,77660,5710,0,128820.01,125910,2400
Netherlands,NLD,1981,30,155310,5140,0,137530,179420,2350
Netherlands,NLD,1982,40,170130,7450,0,154790,207440,5010
Netherlands,NLD,1983,370,176190,7130,170,160630,212870,4620
Netherlands,NLD,1984,0,120310,4180,0,134870,232680,4020
Netherlands,NLD,1985,0,161330,6270,0,156500,226710,4110
Netherlands,NLD,1986,0,127470,7080,0,140560,223000,4770
Netherlands,NLD,1987,0,156290,7900,80,130530,211250,5720
Netherlands,NLD,1988,1470,151840,6300,1970,121760,186900,6170
Netherlands,NLD,1989,0,185120,7590,7520,126090,199060,4840
Netherlands,NLD,1990,0,145230,5560,11190,126920,214360,3970
Netherlands,NLD,1991,0,64250,8160,14340,117330,249820,4930
Netherlands,NLD,1992,0,101160,10130,16160,108560,247450,3630
Netherlands,NLD,1993,0,112530,9800,16690,111260,278600,4000
Netherlands,NLD,1994,0,145330,10340,20270,115780,232820,4890
Netherlands,NLD,1995,0,120770,14170,19460,111140,249600,6900
Netherlands,NLD,1996,0,102120,12490,16910,87360,285330,6450
Netherlands,NLD,1997,0,105590,13680,19410,91470,313830,6030
Netherlands,NLD,1998,0,184430,12560,4130,113020,336830,5750
Netherlands,NLD,1999,0,155180,14450,3900,122250,320470,7130
Netherlands,NLD,2000,870,88890,12230,1200,121990,337130,8690
Netherlands,NLD,2001,340,51990,15270,1780,139110,358870,7840
Netherlands,NLD,2002,690,49010,12940,1450,104870,340560,8940
Netherlands,NLD,2003,440,69950,16110.001,1130,121270,374050,9870
Netherlands,NLD,2004,630,72270,15880,840,145970,354020,10620
Netherlands,NLD,2005,350,64809.996,17630,170,188370,344560,10870
Netherlands,NLD,2006,480,37560,16930,60,153010,303090,13130
Netherlands,NLD,2007,500,50340,18140,280,142680,315790,11670
Netherlands,NLD,2008,490,41240,16570,130,132160,262250,10840
Netherlands,NLD,2009,420,50710,20570,270,90970,264760,10190
Netherlands,NLD,2010,1000,63000,20000,0,93000,315000,9000
Netherlands,NLD,2011,0,43000,19000,0,67000,278000,6000
Netherlands,NLD,2012,1000,45000,18000,0,91000,233000,6000
Netherlands,NLD,2013,1000,41000,22000,0,113000,189000,8000
Netherlands,NLD,2014,0,58000,25000,0,96000,247000,7000
Netherlands,NLD,2015,1000,63000,21000,0,131000,224000,7000
Netherlands,NLD,2016,1000,64000,21000,0,126000,214000,7000
Netherlands,NLD,2017,2000,53000,16000,0,147000,328000,7000
Netherlands,NLD,2018,2000,56000,29000,0,175000,196000,6000
Netherlands,NLD,2019,2000,52000,19000,0,130000,157000,7000
Netherlands,NLD,2020,2000,52000,19000,0,130000,157000,7000
Netherlands,NLD,2021,2000,52000,19000,0,130000,157000,7000
Netherlands,NLD,2022,2000,52000,19000,0,130000,157000,7000
Netherlands Antilles,ANT,2010,0,0,0,1000,0,19000,0
Netherlands Antilles,ANT,1961,,0,,500,,100,
Netherlands Antilles,ANT,1962,,0,,500,,100,
Netherlands Antilles,ANT,1963,,0,,500,,200,
Netherlands Antilles,ANT,1964,,0,,500,,200,
Netherlands Antilles,ANT,1965,,0,,300,,400,
Netherlands Antilles,ANT,1966,,0,,300,,400,
Netherlands Antilles,ANT,1967,,0,,300,,300,
Netherlands Antilles,ANT,1968,,0,,300,,300,
Netherlands Antilles,ANT,1969,,0,,300,,300,
Netherlands Antilles,ANT,1970,,0,,300,,360,
Netherlands Antilles,ANT,1971,,0,,400,,360,
Netherlands Antilles,ANT,1972,,0,,500,,360,
Netherlands Antilles,ANT,1973,,0,,500,,360,
Netherlands Antilles,ANT,1974,,0,,500,,360,
Netherlands Antilles,ANT,1975,,0,,530,,360,
Netherlands Antilles,ANT,1976,,0,,580,,360,
Netherlands Antilles,ANT,1977,,0,,630,,360,
Netherlands Antilles,ANT,1978,,0,,460,,550,
Netherlands Antilles,ANT,1979,,0,,460,,550,
Netherlands Antilles,ANT,1980,,0,,540,,550,
Netherlands Antilles,ANT,1981,,0,,440,,550,
Netherlands Antilles,ANT,1982,,0,,480,,550,
Netherlands Antilles,ANT,1983,,0,,480,,550,
Netherlands Antilles,ANT,1984,,0,,480,,550,
Netherlands Antilles,ANT,1985,,0,,480,,550,
Netherlands Antilles,ANT,1986,,0,,500,,560,
Netherlands Antilles,ANT,1987,,30,,520,,580,
Netherlands Antilles,ANT,1988,,20,,580,,620,
Netherlands Antilles,ANT,1989,,20,,580,,620,
Netherlands Antilles,ANT,1990,,20,,580,,620,
Netherlands Antilles,ANT,1991,,20,,550,,550,
Netherlands Antilles,ANT,1992,,10,,580,,570,
Netherlands Antilles,ANT,1993,,10,,590,,610,
Netherlands Antilles,ANT,1994,,10,,540,,560,
Netherlands Antilles,ANT,1995,,10,,510,,510,
Netherlands Antilles,ANT,1996,,10,,510,,13250,
Netherlands Antilles,ANT,1997,,10,,460,,19070,
Netherlands Antilles,ANT,1998,,10,,460,,19290,
Netherlands Antilles,ANT,1999,,10,,460,,18970,
Netherlands Antilles,ANT,2000,,10,,460,,19420,
Netherlands Antilles,ANT,2001,,10,,570,,22230,
Netherlands Antilles,ANT,2002,,10,,570,,12330,
Netherlands Antilles,ANT,2003,,10,,600,,19550,
Netherlands Antilles,ANT,2004,,10,,600,,16690,
Netherlands Antilles,ANT,2005,,10,,650,,0,
Netherlands Antilles,ANT,2006,,10,,700,,5550,
Netherlands Antilles,ANT,2007,,10,,700,,3310,
Netherlands Antilles,ANT,2008,,10,,700,,15990,
Netherlands Antilles,ANT,2009,,10,,700,,18180,
New Caledonia,NCL,1961,0,0,100,300,0,0,
New Caledonia,NCL,1962,0,100,200,500,0,0,
New Caledonia,NCL,1963,0,200,300,700,0,0,
New Caledonia,NCL,1964,0,100,200,600,0,0,
New Caledonia,NCL,1965,0,200,200,500,0,0,
New Caledonia,NCL,1966,0,100,200,500,0,0,
New Caledonia,NCL,1967,0,0,100,400,0,0,
New Caledonia,NCL,1968,0,0,100,400,0,0,
New Caledonia,NCL,1969,0,0,100,400,0,0,
New Caledonia,NCL,1970,0,0,100,400,0,0,
New Caledonia,NCL,1971,0,0,100,400,0,0,
New Caledonia,NCL,1972,0,0,100,400,0,0,
New Caledonia,NCL,1973,0,0,200,600,0,0,
New Caledonia,NCL,1974,0,0,270,600,0,0,
New Caledonia,NCL,1975,0,0,90,750,0,0,
New Caledonia,NCL,1976,0,10,70,800,0,0,
New Caledonia,NCL,1977,0,0,30,870,10,10,
New Caledonia,NCL,1978,0,0,30,400,0,40,
New Caledonia,NCL,1979,0,0,40,680,40,100,
New Caledonia,NCL,1980,0,50,10,610,10,40,
New Caledonia,NCL,1981,0,20,40,450,60,320,
New Caledonia,NCL,1982,10,50,80,80,110,990,
New Caledonia,NCL,1983,10,30,100,310,140,660,
New Caledonia,NCL,1984,10,20,130,640,120,430,
New Caledonia,NCL,1985,20,20,150,480,110,670,
New Caledonia,NCL,1986,10,20,110,560,130,680,
New Caledonia,NCL,1987,10,30,140,730,110,1590,
New Caledonia,NCL,1988,0,10,250,430,280,1410,
New Caledonia,NCL,1989,10,110,340,610,480,1260,
New Caledonia,NCL,1990,10,120,580,610,630,2150,
New Caledonia,NCL,1991,10,130,680,530,350,2000,
New Caledonia,NCL,1992,10,120,790,590,220,1290,
New Caledonia,NCL,1993,10,90,670,230,140,1490,
New Caledonia,NCL,1994,0,100,720,470,100,1770,
New Caledonia,NCL,1995,0,90,900,360,70,1670,
New Caledonia,NCL,1996,0,200,1020,420,70,1580,
New Caledonia,NCL,1997,0,140,1150,390,100,1250,
New Caledonia,NCL,1998,0,180,1610,460,110,1950,
New Caledonia,NCL,1999,0,60,1900,420,90,2050,
New Caledonia,NCL,2000,0,40,1770,510,100,2120,
New Caledonia,NCL,2001,0,60,1870,620,110,2060,
New Caledonia,NCL,2002,0,70,1870,600,90,2310,
New Caledonia,NCL,2003,0,80,1730,370,110,2440,
New Caledonia,NCL,2004,0,80,2250,140,120,2620,
New Caledonia,NCL,2005,0,90,2460,200,100,2490,
New Caledonia,NCL,2006,0,100,2310,250,90,2190,
New Caledonia,NCL,2007,0,90,1880,210,110,2220,
New Caledonia,NCL,2008,0,70,2090,290,120,2480,
New Caledonia,NCL,2009,0,80,1940,280,110,2700,
New Caledonia,NCL,2010,0,0,1000,0,0,3000,0
New Caledonia,NCL,2011,0,0,2000,0,0,3000,0
New Caledonia,NCL,2012,0,0,2000,0,0,3000,0
New Caledonia,NCL,2013,0,0,2000,0,0,3000,0
New Caledonia,NCL,2014,0,0,2000,0,0,3000,0
New Caledonia,NCL,2015,0,0,1000,0,0,3000,0
New Caledonia,NCL,2016,0,0,2000,0,0,3000,0
New Caledonia,NCL,2017,0,0,2000,0,0,3000,0
New Caledonia,NCL,2018,0,0,2000,0,0,2000,0
New Caledonia,NCL,2019,0,0,2000,0,0,3000,0
New Caledonia,NCL,2020,0,0,2000,0,0,3000,0
New Caledonia,NCL,2021,0,0,2000,0,0,3000,0
New Caledonia,NCL,2022,0,0,2000,0,0,3000,0
New Zealand,NZL,1961,0,11800,4000,2900,29630,2300,100
New Zealand,NZL,1962,0,8200,4600,2800,30910,2800,100
New Zealand,NZL,1963,0,8200,4500,3400,30850,2700,0
New Zealand,NZL,1964,0,9700,4600,800,26260,2700,100
New Zealand,NZL,1965,0,12800,5000,900,26910,2800,100
New Zealand,NZL,1966,0,15400,6600,700,29520,3500,200
New Zealand,NZL,1967,0,15300,8100.0005,1400,31370,4000,300
New Zealand,NZL,1968,0,13800,10900,1400,27840,4410,800
New Zealand,NZL,1969,0,7800,8900,1300,27040,4100,900
New Zealand,NZL,1970,0,11600,6600,700,34150,5150,1400
New Zealand,NZL,1971,0,15400,5700,600,35300,7400,1800
New Zealand,NZL,1972,0,13500,4600,500,29800,7670,2400
New Zealand,NZL,1973,400,16299.999,4700,900,35400,6980,1600
New Zealand,NZL,1974,100,16110.001,3820,1240,37780,8760,1630
New Zealand,NZL,1975,70,21750,3310,1400,29750,5780,2640
New Zealand,NZL,1976,90,18300,3700,1010,38670,7340,2070
New Zealand,NZL,1977,560,17540,3590,1050,43440,10910,1710
New Zealand,NZL,1978,1780,15550,3760,2170,53900,19920,2230
New Zealand,NZL,1979,410,15420,4590,10100,67450,19760,2300
New Zealand,NZL,1980,280,15050,4640,7620,106600,21150,2070
New Zealand,NZL,1981,1020,15460,4590,7290,120590,19760,1510
New Zealand,NZL,1982,610,18800,4860,5930,127130,16970,1240
New Zealand,NZL,1983,1420,24960,5110,5950,150640,15390,1560
New Zealand,NZL,1984,6280,26970,5720,5920,155050,16800,1880
New Zealand,NZL,1985,1780,25050,5790,3310,157800,18720,2080
New Zealand,NZL,1986,1000,29070,5470,3980,153600,29560,2170
New Zealand,NZL,1987,4720,33260,5090,3240,180880,30390,2440
New Zealand,NZL,1988,4350,42040,3760,4690,211510,34760,3030
New Zealand,NZL,1989,7620,39540,3990,4400,239610,43560,3560
New Zealand,NZL,1990,20650,36640,3970,3070,265580,45310,4510
New Zealand,NZL,1991,23250,61360,3700,3620,282960,55040,4780
New Zealand,NZL,1992,44540,62460,4100,7770,343750,53110,5170
New Zealand,NZL,1993,25820,60320,4300,9400,319730,59580,5530
New Zealand,NZL,1994,52020,59570,4290,8700,315640,56220,6460
New Zealand,NZL,1995,68570,83790,13930,5600,394000,53100,7300
New Zealand,NZL,1996,23710,78050,4150,26530,312270,47100,8000
New Zealand,NZL,1997,45130,95560,6540,26260,453290,58110,5960
New Zealand,NZL,1998,42730,97180,4110,50,516890,64670,7520
New Zealand,NZL,1999,27480,99010,4160,70,487940,64519.996,7270
New Zealand,NZL,2000,21070,90830,4210,120,455200,59310,7610
New Zealand,NZL,2001,35290,80630,4020,70,451460,63600,9910
New Zealand,NZL,2002,50160,89670,3810,80,431340,91160,8230
New Zealand,NZL,2003,43850,88340,3730,50,408120,84920,5920
New Zealand,NZL,2004,84570,93610,3300,40,355420,94500,6210
New Zealand,NZL,2005,87950,104380,3870,40,358420,86490,8590
New Zealand,NZL,2006,69360,105930,3690,20,310600,84870,8800
New Zealand,NZL,2007,70990,107810,3620,20,314860,97850,10430
New Zealand,NZL,2008,55800,107850,3710,140,293470,92920,9990
New Zealand,NZL,2009,46430,96590,3430,20,297920,85910,13280
New Zealand,NZL,2010,33000,101000,4000,0,313000,81000,14000
New Zealand,NZL,2011,37000,107000,4000,0,300000,84000,15000
New Zealand,NZL,2012,35000,91000,4000,0,316000,80000,13000
New Zealand,NZL,2013,25000,90000,4000,0,319000,88000,13000
New Zealand,NZL,2014,15000,103000,4000,0,331000,86000,12000
New Zealand,NZL,2015,16000,83000,4000,0,335000,71000,13000
New Zealand,NZL,2016,44000,100000,4000,0,307000,62000,14000
New Zealand,NZL,2017,19000,106000,4000,0,327000,72000,16000
New Zealand,NZL,2018,23000,92000,4000,0,302000,72000,17000
New Zealand,NZL,2019,44000,104000,4000,0,291000,67000,15000
New Zealand,NZL,2020,44000,104000,4000,0,291000,67000,15000
New Zealand,NZL,2021,44000,104000,4000,0,291000,67000,15000
New Zealand,NZL,2022,44000,104000,4000,0,291000,67000,15000
Nicaragua,NIC,1961,0,0,2000,1400,0,0,600
Nicaragua,NIC,1962,0,0,2000,1400,0,0,600
Nicaragua,NIC,1963,0,0,2500,1600,0,0,900
Nicaragua,NIC,1964,0,0,2500,1600,0,0,900
Nicaragua,NIC,1965,0,0,3000,1500,0,0,1100
Nicaragua,NIC,1966,0,0,4000,1800,0,0,1200
Nicaragua,NIC,1967,0,0,4600,2000,0,0,1300
Nicaragua,NIC,1968,0,0,5200,2100,0,0,1300
Nicaragua,NIC,1969,0,0,6170,2000,0,0,1200
Nicaragua,NIC,1970,0,0,6180,2200,0,0,1300
Nicaragua,NIC,1971,0,0,5740,2200,0,0,1300
Nicaragua,NIC,1972,0,0,6730,3000,0,0,1200
Nicaragua,NIC,1973,0,0,7040,4000,0,0,2600
Nicaragua,NIC,1974,0,0,6120,1850,0,0,460
Nicaragua,NIC,1975,0,0,7290,3130,0,0,360
Nicaragua,NIC,1976,0,0,7740,1470,0,850,460
Nicaragua,NIC,1977,0,0,8950,1210,0,3360,390
Nicaragua,NIC,1978,0,0,8060.0005,1920,0,5740,180
Nicaragua,NIC,1979,0,0,6160,960,0,1880,130
Nicaragua,NIC,1980,0,0,5970,950,0,0,80
Nicaragua,NIC,1981,0,0,4580,1170,0,0,190
Nicaragua,NIC,1982,0,0,3290,1220,0,0,490
Nicaragua,NIC,1983,0,60,3100,1020,0,0,380
Nicaragua,NIC,1984,0,0,3020,1220,0,0,120
Nicaragua,NIC,1985,0,0,2900,1210,0,0,90
Nicaragua,NIC,1986,0,0,1920,520,0,0,60
Nicaragua,NIC,1987,0,0,2780,2080,0,0,170
Nicaragua,NIC,1988,0,0,2780,1830,0,0,120
Nicaragua,NIC,1989,0,0,2590,1950,0,0,120
Nicaragua,NIC,1990,0,0,1870,1140,0,0,150
Nicaragua,NIC,1991,0,0,3260,2260,0,0,260
Nicaragua,NIC,1992,0,0,3950,1840,600,10,350
Nicaragua,NIC,1993,0,80,4760,2020,790,10,550
Nicaragua,NIC,1994,0,50,7080,870,2820,70,830
Nicaragua,NIC,1995,0,10,7500,900,2950,90,540
Nicaragua,NIC,1996,0,110,10890,1260,2820,490,650
Nicaragua,NIC,1997,0,60,11440,940,3440,880,600
Nicaragua,NIC,1998,0,60,13720,1200,4290,200,450
Nicaragua,NIC,1999,0,100,14940,800,3660,4040,420
Nicaragua,NIC,2000,0,160,16160,690,3330,7040,440
Nicaragua,NIC,2001,0,380,14300,880,4110,5340,420
Nicaragua,NIC,2002,10,300,14640,1290,4440,4410,300
Nicaragua,NIC,2003,10,380,14750,1470,4490,940,270
Nicaragua,NIC,2004,20,400,15550,1260,4370,4840,750
Nicaragua,NIC,2005,0,600,17540,2170,5380,10590,1340
Nicaragua,NIC,2006,10,1050,17280,1520,5370,16450,680
Nicaragua,NIC,2007,10,580,20110,760,6270,10130,1200
Nicaragua,NIC,2008,20,1080,23690,490,5080,14070,2330
Nicaragua,NIC,2009,20,1890,30530,340,4190,14920,2390
Nicaragua,NIC,2010,0,6000,28000,0,5000,17000,1000
Nicaragua,NIC,2011,0,6000,23000,1000,4000,15000,1000
Nicaragua,NIC,2012,0,8000,30000,1000,5000,14000,1000
Nicaragua,NIC,2013,0,10000,33000,0,5000,17000,1000
Nicaragua,NIC,2014,0,12000,38000,0,6000,23000,1000
Nicaragua,NIC,2015,0,11000,34000,1000,6000,10000,1000
Nicaragua,NIC,2016,0,9000,30000,1000,6000,14000,0
Nicaragua,NIC,2017,0,11000,33000,0,6000,19000,0
Nicaragua,NIC,2018,0,12000,38000,1000,5000,19000,0
Nicaragua,NIC,2019,0,12000,37000,0,5000,18000,0
Nicaragua,NIC,2020,0,12000,37000,0,5000,18000,0
Nicaragua,NIC,2021,0,12000,37000,0,5000,18000,0
Nicaragua,NIC,2022,0,12000,37000,0,5000,18000,0
Niger,NER,1961,,,0,,,,4200
Niger,NER,1962,,,0,,,,6000
Niger,NER,1963,,,0,,,,9000
Niger,NER,1964,,,0,,,,6300
Niger,NER,1965,,,0,,,,5000
Niger,NER,1966,,,0,,,,5000
Niger,NER,1967,,,0,,,,3700
Niger,NER,1968,,,0,,,,4300
Niger,NER,1969,,,0,,,,3000
Niger,NER,1970,,,0,,,,2400
Niger,NER,1971,,,0,,,,5400
Niger,NER,1972,,,0,,,,16400
Niger,NER,1973,,,0,,,,16200.001
Niger,NER,1974,,,0,,,,15050
Niger,NER,1975,,,0,,,,9140
Niger,NER,1976,,,0,,,,4710
Niger,NER,1977,,,0,,,,7370
Niger,NER,1978,,,0,,,,8780
Niger,NER,1979,,,0,,,,8930
Niger,NER,1980,,,0,,,,8890
Niger,NER,1981,,,0,,,,8210
Niger,NER,1982,,,0,,,,6840
Niger,NER,1983,,,0,,,,3250
Niger,NER,1984,,,0,,,,3000
Niger,NER,1985,,,0,,,,2000
Niger,NER,1986,,,0,,,,2350
Niger,NER,1987,,,0,,,,2280
Niger,NER,1988,,,0,,,,2500
Niger,NER,1989,,,0,,,,4740
Niger,NER,1990,,,0,,,,3350
Niger,NER,1991,,,0,,,,3150
Niger,NER,1992,,,0,,,,2460
Niger,NER,1993,,,60,,,,2110
Niger,NER,1994,,,200,,,,2330
Niger,NER,1995,,,110,,,,3540
Niger,NER,1996,,,0,,,,4170
Niger,NER,1997,,,0,,,,6340
Niger,NER,1998,,,0,,,,7030
Niger,NER,1999,,,0,,,,11010
Niger,NER,2000,,,0,,,,16270
Niger,NER,2001,,,0,,,,20820
Niger,NER,2002,,,0,,,,23600
Niger,NER,2003,,,0,,,,55900
Niger,NER,2004,,,0,,,,51510
Niger,NER,2005,,,0,,,,50060
Niger,NER,2006,,,0,,,,29880
Niger,NER,2007,,,0,,,,29770
Niger,NER,2008,,,0,,,,30000
Niger,NER,2009,,,0,,,,29950
Niger,NER,2010,,,,,,,40000
Niger,NER,2011,,,,,,,53000
Niger,NER,2012,,,,,,,47000
Niger,NER,2013,,,,,,,45000
Niger,NER,2014,,,,,,,47000
Niger,NER,2015,,,,,,,27000
Niger,NER,2016,,,,,,,35000
Niger,NER,2017,,,,,,,26000
Niger,NER,2018,,,,,,,31000
Niger,NER,2019,,,,,,,40000
Niger,NER,2020,,,,,,,47000
Niger,NER,2021,,,,,,,48000
Niger,NER,2022,,,,,,,48000
Nigeria,NGA,1961,0,0,600,5200,15000,9200,25010
Nigeria,NGA,1962,0,0,700,6000,17700,10800,30030
Nigeria,NGA,1963,0,0,700,6200,18300,11000,30050
Nigeria,NGA,1964,0,0,1100,9000,28700,16600,30070
Nigeria,NGA,1965,0,0,1100,9700,29300,17100,40080
Nigeria,NGA,1966,0,0,1200,10200,30600,18000,50100
Nigeria,NGA,1967,0,0,1300,11300,34200,20000,52620
Nigeria,NGA,1968,0,0,1300,11600,34000,20100,53130
Nigeria,NGA,1969,0,0,1200,10400,31000,18300,54950
Nigeria,NGA,1970,0,0,1600,10000,43900,24100,76300
Nigeria,NGA,1971,0,0,1940,23000,85000,30660,104700
Nigeria,NGA,1972,0,0,2120,22000,78330,37540,106400
Nigeria,NGA,1973,0,0,2180,20000,85200,36220,107000
Nigeria,NGA,1974,0,0,2240,21960,80690,39710,112730
Nigeria,NGA,1975,0,0,2270,20000,82150,39090,113000
Nigeria,NGA,1976,0,0,1760,20000,93050,30820,114960
Nigeria,NGA,1977,0,0,2120,20000,93110,31340,115620
Nigeria,NGA,1978,0,0,1920,20000,94220,31820,116110
Nigeria,NGA,1979,0,0,1900,20000,96720,32439.998,117690
Nigeria,NGA,1980,0,0,1890,25000,84420,36670,113320
Nigeria,NGA,1981,0,0,2000,25000,80020,41550,111560
Nigeria,NGA,1982,0,0,3520,26390,84010,41810,113980
Nigeria,NGA,1983,60,0,2380,27780,74620,50490,116980
