ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,PartOfCumulativeCountSeries,AgeRange,Subpopulation,PlaceOfAquisition,DiagnosisCertainty,SourceName,CountValue,DOI
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-10-17,1954-10-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,38.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-10-24,1954-10-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,23.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-10-31,1954-11-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,19.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-11-07,1954-11-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,8.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-11-14,1954-11-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,10.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-11-21,1954-11-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,8.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-11-28,1954-12-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,6.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-12-05,1954-12-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,6.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-12-12,1954-12-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1954-12-26,1955-01-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-01-30,1955-02-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-05-01,1955-05-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-06-12,1955-06-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-06-19,1955-06-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-07-03,1955-07-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,3.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-07-10,1955-07-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,16.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-07-17,1955-07-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,67.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-07-24,1955-07-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,80.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-07-31,1955-08-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,117.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-08-07,1955-08-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,147.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-08-14,1955-08-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,167.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-09-04,1955-09-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,117.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-09-11,1955-09-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,119.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-09-18,1955-09-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,66.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-09-25,1955-10-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,49.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-10-02,1955-10-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,40.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-10-09,1955-10-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,38.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-10-16,1955-10-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,30.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-10-23,1955-10-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,26.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-10-30,1955-11-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,21.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-11-06,1955-11-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,17.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-11-13,1955-11-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,20.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-11-20,1955-11-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,10.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-12-18,1955-12-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1955-12-25,1955-12-31,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-05-13,1956-05-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-06-10,1956-06-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-07-01,1956-07-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-07-08,1956-07-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-07-15,1956-07-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-07-22,1956-07-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,5.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-07-29,1956-08-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-08-05,1956-08-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,6.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-08-12,1956-08-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,6.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-08-19,1956-08-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,3.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-08-26,1956-09-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,3.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-09-02,1956-09-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-09-09,1956-09-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-09-16,1956-09-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-09-23,1956-09-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-10-07,1956-10-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-10-14,1956-10-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-10-21,1956-10-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-11-11,1956-11-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1956-12-02,1956-12-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-03-03,1957-03-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-04-28,1957-05-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-06-09,1957-06-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-06-30,1957-07-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-07-14,1957-07-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-07-21,1957-07-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-07-28,1957-08-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-08-04,1957-08-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-08-18,1957-08-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-09-01,1957-09-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-09-08,1957-09-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1957-09-22,1957-09-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-06-29,1958-07-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-08-10,1958-08-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-08-17,1958-08-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-08-24,1958-08-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-09-07,1958-09-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-09-14,1958-09-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1958-09-28,1958-10-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1959-09-06,1959-09-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1959-09-13,1959-09-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1959-11-15,1959-11-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1959-11-22,1959-11-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-08-07,1960-08-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-08-14,1960-08-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-08-21,1960-08-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-08-28,1960-09-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-10-02,1960-10-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-10-16,1960-10-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1960-11-06,1960-11-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,MASSACHUSETTS,US-MA,NA,NA,1961-11-26,1961-12-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,NA,NA,1954-01-31,1954-02-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,NA,NA,1954-02-07,1954-02-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,NA,NA,1954-02-21,1954-02-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,NA,NA,1954-03-07,1954-03-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
Acute nonparalytic poliomyelitis,14535005,Enterovirus C,138950,0,UNITED STATES OF AMERICA,US,IOWA,US-IA,NA,NA,1954-04-04,1954-04-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.14535005
