Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
376,2022/06/30,,no,online,WeChat,popular post,Henan,Shangqiu,,1,,male,corruption,urban residents,local government,,arrest/detention,,,,Tier 1,,"A driver surnamed Chen published WeChat posts criticizing local traffic police after receiving a fine. Shangqiu Police placed Chen in administrative detention for 5 days after determining that he had ""insulted police online""."
375,2022/08/21,,yes,offline,,group demonstration,Jiangsu,Yancheng,10-99,,,,property pricing,property buyers,property developer,rescind contract,,,,,Tier 1,,"Discontented with the significant price cut of property units by the developer, homebuyers of Yancheng Gemdale held up signs reading ""[we want to] return the property"" to protest."
374,2022/08/20,,yes,offline,,group demonstration,Fujian,Quanzhou,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,,,Tier 1,,"As the project was not finished and transfered to buyers as scheduled, homebuyers of the Languang Yourgend Mansion project held up banners outside the residential complex to protest, accusing the developer of false advertising and poor construction quality."
373,2022/08/01,,yes,offline,,group demonstration,Hebei,Baoding,10-99,,,,fraud,property owners,property developer,refund,,,,,Tier 1,,"Property buyers of a Longjitaihe project (which seems to be World Trade City) held up banners, accusing the developer of false advertising and fraud and demanding the developer ""give their hard-earned money back."""
372,2022/08/17,,yes,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,"delayed housing project, fraud",property buyers,property developer,corporate accountability,"monitoring, state violence, arrest/detention",,,,Tier 1,,"The Your Home Group in Chengdu was suspected of defrauding homebuyers, who were unable to obtain their homes as a result. A group of homebuyers went to the developer to protest. During the demonstration, police used violence against and detained some protesters."
371,2022/08/17,2022/08/20,no,online,Weibo,hashtag movement,,,,"1,000+","1,000,000+",,pay and benefits,netizens,local government,payment of arrears,,arrears paid,370,,Tier 1,,"In response to a group of sanitiation workers blocking roads in downtown Handan to demand unpaid wages, a large number of Weibo posts with the hashtag #Handan Sanitation Workers Blocking the Road to Demand Wages# appeared on Weibo to show solidarity with the workers' activism."
370,2022/08/16,,no,offline,,"group demonstration, obstruction",Hebei,Handan,10-99,,,,pay and benefits,sanitation workers,local government,payment of arrears,,arrears paid,371,,Tier 1,,"Owed five months of backwages, a group of sanitiation workers blocked roads in downtown Handan to demand wages."
369,2022/06/27,,yes,offline,,group demonstration,Guangxi,Dongxing,10-99,,,,school district disputes,urban residents,local government,back to school,,,,,Tier 1,,"Some students in Dongxing were unable access schooling, so a group of parents went to the Dongxing government to protest, demanding that their children's right to go to school be guaranteed."
368,2022/07/12,,no,offline,,group demonstration,Zhejiang,Ningbo,,,,,delayed housing project,property buyers,,,arrest/detention,,367,,Tier 3,,"According to a Weibo post, two homebuyers in Ningbo were arrested and detained by police for defending their rights over unfinished housing."
367,2022/07/13,,no,offline,,group demonstration,Zhejiang,Ningbo,10-99,,,,delayed housing project,property buyers,local government,government intervention,,,368,,Tier 1,,"In response to a housing project being suspended, a group of homebuyers went to a government building in Ningbo and demanded the government intervene to protect the rights of homebuyers."
366,2022/08/02,,yes,offline,,group demonstration,Jiangxi,Xinyu,2--9,,,female,fraud,investors,local government,official receiving/responding,,,365,,Tier 1,,"Three victims of Guo Shang Finance's fraud sat at the entrance of the Xinyu Municipal People's Government, demanding officials meet them, and accusing the government of failing to do its duty and serve the people."
365,2022/07/28,,yes,offline,,collective petitioning,Jiangxi,Xinyu,10-99,,,,fraud,investors,local government,,,,366,,Tier 1,,"The video shows a crowd in front of the Xinyu Municipal People's Government, who, according to the poster, are the victims of Guo Shang Finance's fraud and presumably went to demand the local government investigate and address their case."
364,2022/07/31,,no,offline,,group demonstration,Hebei,Cangzhou,100-999,,,,delayed housing project,property buyers,"local government, property developer",refund,"monitoring, arrest/detention, movement limitations",,,,Tier 1,,"Homebuyers of one unfinished housing project of Longitech went to the city government and the Cangzhou Municipal Property Administration Bureau, holding up banners to protest, demanding the government address these issues and retrieve misappropriated funds. According to the poster, a large number of police officers surrounded the protesters, some of whom were taken away, and those deemed the ""leaders"" were not allowed to leave their homes in the aftermath of the protest."
363,2022/07/26,,no,offline,,group demonstration,Shandong,Qingdao,100-999,,,,delayed housing project,property buyers,property developer,corporate accountability,monitoring,,362,,Tier 3,,"A group of homebuyers who purchased Shandong Qingdao Weiwan, Country Garden, Evergrande Golden Beach, and Shimao Chanel projects went to the Housing and Urban-Rural Development Bureau of Huangdao District to protest because they were worried that their residential projects would stall."
362,2022/07/25,,no,offline,,group demonstration,Shandong,Qingdao,,,,,delayed housing project,property buyers,property developer,corporate accountability,,,363,,Tier 3,,A group of homebuyers of the Country Garden project in Qingdao went to the Housing and Urban-Rural Development Bureau of Huangdao District to defend their rights because they were worried that their residential project would stall.
361,2022/08/12,,yes,offline,,sign protest,,Shanghai,1,,,,delayed housing project,property buyers,bank,"government intervention, corporate accountability",,,"359, 360",,Tier 1,,"As the construction of the Shanghai Eastern Xanadu project had stalled for a long time, homebuyers hung banners from an unfinished building, demanding that the developer and banks ""give homes back"" and demanding the government's help."
360,2022/07/21,,no,offline,,group demonstration,,Shanghai,10-99,,,,delayed housing project,property buyers,property developer,"government intervention, corporate accountability",monitoring,,"359, 361",,Tier 1,,"As the construction of the Shanghai Eastern Xanadu project had stalled for a long time with no substantial progress achieved after several negotiations, homebuyers went to the office building of Shanghai China Minsheng Trust, the largest shareholder of the developer, to protest. They demanded the developer be investigated for misappropriation of funds, the funds be returned, and the project's construction be resumed. A photo indicates the presence of police."
359,2022/07/16,,yes,offline,,"group demonstration, collective petitioning",,Shanghai,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,"360, 361",,Tier 1,,"As the construction of the Shanghai Eastern Xanadu project had stalled for a long time with no substantial progress after several negotiations, homebuyers gathered in front of the residential area, holding up signs, demanding the developer be open about the situation, and make actual progress. Another photo shows the homebuyers went to the Shanghai Office for Letters and Calls to petition for help."
358,2022/08/15,,no,offline,,one-person demonstration,Shandong,Qingdao,1,,,,corruption,legal professionals,lawyers association,resignation,,,,,Tier 1,,"Zhang Jinhai, the president of Qingdao Lawyers Association, was suspected of bribery, but he still serves as the president of the association. Lawyer Li Qingliang went to the association on August 15 to demand Zhang Jinhai resign from the position."
357,2022/08/09,,yes,offline,,group demonstration,Henan,Zhoukou,2--9,,,,project plan violation,property buyers,property developer,,non-state violence,,,,Tier 1,,"As the developer Country Garden removed a gate and a road from the Zhoukou Cullinan Bay project plan, homebuyers went to the sales center and held up a banner, accusing the developer of false advertising. The security guards beat the homebuyers and wrested the banner from them."
356,2022/07/14,,yes,offline,,group demonstration,Guangxi,Nanning,2--9,,,,pay and benefits,catering workers,catering company,payment of arrears,,,,,Tier 1,,"A mineral water company in Nanning has been in wage arrears since May 2022. In response, a group of workers went to the company to demand wages."
355,2022/08/03,,yes,offline,,sign protest,Guangdong,Guangzhou,1,,,,building quality,property buyers,property developer,government intervention,,,354,,Tier 1,,"Homebuyers of Guangzhou Jinke Nature Emerald received a notice at the end of July 2022 asking them to accept the property. However, as there are multiple quality issues with the property, homebuyers hung banners from the buildings, refusing to accept the property and appealing to the government to intervene."
354,2022/08/03,,yes,offline,,group demonstration,Guangdong,Guangzhou,10-99,,,,building quality,property buyers,property developer,,,Non-state actor received/responded,355,,Tier 1,,"Homebuyers of Guangzhou Jinke Nature Emerald received a notice at the end of July 2022 asking them to accept the property. However, as there are multiple quality issues with the property, homebuyers held up banners in front of the residential complex to protest the developer's act of forcing them to accept it. After negotiation, the developer agreed to continue with the improvements."
353,2022/07/12,,yes,offline,,group demonstration,Hebei,Tangshan,10-99,,,,property management disputes,property owners,property management,resisting abuse of power,,,,,Tier 1,,"The property management company of the Donggang Longcheng Community, without the consent of homeowners, decided to use the maintenance fund to replace monitoring equipment in the community. Homeowners hung a banner to protest against the misuse of funds"
352,2022/07/11,,yes,offline,,group demonstration,Zhejiang,Ningbo,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"The developer of a shopping mall in Ningbo defaulted on construction payments and wages. In response, a group of construction workers went to the shopping mall and held placards to demand wages."
351,2022/07/12,,yes,offline,,group demonstration,Jiangsu,Suzhou,10-99,,,,delayed housing project,property buyers,,,,government received/responded,350,,Tier 1,,"As the developer Yango Group faced financial distress, the construction of Suzhou Yango Tanyuan stalled, and the property could not be handed over as required by the contract. Homebuyers went to the Wuzhong District government, presumably to report their issues or appeal to government officials to intervene. The local sub-district office issued an open letter on July 14, promising the project would be completed in September."
350,2022/07/09,,no,offline,,one-person demonstration,Jiangsu,Suzhou,1,,,female,delayed housing project,property buyers,property developer,property handover,,,351,,Tier 1,,"As the developer Yango Group faced financial distress, the construction of Suzhou Yango Tanyuan stalled, and the property could not be handed over as contracted. A homebuyer lay down outside the residential area with a protest banner that reads ""Yango give my property back""."
349,2022/08/15,,yes,offline,,group demonstration,Shandong,Qingdao,10-99,,,,building quality,property buyers,property developer,,,,,,Tier 1,,Homebuyers of Sino Ocean Royal City held up banners outside the project's construction site to protest poor construction quality and insufficient fire safety measures. They also accused the developer of forcing them into accepting the property.
348,2022/07/11,,yes,offline,,group demonstration,Guangdong,Foshan,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,A group of construction workers protested with banners in front of a project site to demand wage arrears from Tianhe Real Estate.
347,2022/08/14,,yes,offline,,sign protest,Shaanxi,Xi'an,1,,,,property management disputes,property buyers,property management,,,,,,Tier 1,,"Homebuyers of Xi'an Poly Palace of Light hung a banner at the entrance of the residential complex to protest the property management company forcing them to order windows from the supplier named by the company. The phrase ""firmly support the CCP"" was also on the banner."
346,2022/07/20,,yes,offline,,group demonstration,Sichuan,Bazhong,2--9,,,,delayed housing project,property buyers,property developer,property handover,,,,,Tier 1,,"As the construction of the Zhixin Cambridge City housing project stalled due to Zhixin Investment Company's financial distress, property buyers held up banners in front of the Tongjiang County government to demand the developer hand over the property."
345,2022/07/17,,no,offline,,strike,Henan,Luohe,100-999,,,,pay and benefits,transportation workers,local government,policy change,,,,,Tier 1,,"A group of taxi drivers in Luohe City, Henan went on strike collectively, demanding that the government should ban scooter sharing services in order to maintain the healthy development of the local taxi market and protect the rights and interests of taxi drivers."
344,2022/07/07,,yes,offline,,group demonstration,Guangdong,Guangzhou,10-99,,,,pay and benefits,education workers,local government,revoke decision,,,,,Tier 1,,"Guangzhou Nansha District Education Bureau decided to dismiss more than 200 contract teachers. In repsonse, a group of teachers protested and demanded the Bureau of Education revoke the decision."
343,2022/07/04,,yes,offline,,"group demonstration, caravan",Jilin,Jilin,10-99,,,,pay and benefits,transportation workers,taxi company,fee reduction,,,,,Tier 1,,A group of taxi drivers drive in a caravan to Changchun and demanded the government  urge the taxi companies to implement a reasonable rent reduction policy.
342,2022/07/06,,yes,offline,,group demonstration,Sichuan,Bazhong,10-99,,,,delayed housing project,property buyers,property developer,property handover,,,,,Tier 1,,"As multiple projects of Zhixin Investment Company had stalled due to the company's financial distress, some property buyers hung banners from an unfinished building and shouted ""return my home,"" demanding the developer hand over the property."
341,2022/08/11,,yes,offline,,group demonstration,Sichuan,Bazhong,10-99,,,,delayed housing project,property buyers,"local government, property developer",government intervention,,,,,Tier 1,,"Homebuyers of Zhixin Palace held up banners outside Bazhong Zhixin Investment Company to protest, accusing the company of delaying the handover and the regulators of failing to supervise the funds, causing the construction of the project to stall. They appealed to the local government officials to intervene and address the issues."
340,2022/07/01,,no,offline,,group demonstration,Fujian,Xiamen,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"Workers at a construction site in Xiamen were owed wages, so they threatened to jump off a building to demand payment from the developer."
339,2022/07/19,,no,offline,,group demonstration,Shandong,Jinan,10-99,,,,delayed housing project,property buyers,property developer,"resume construction, property handover",,,,,Tier 1,,"As the project's construction had been stalled, property buyers of Jinan Greenland International Expo City went to Greenland Center to protest, holding up signs and demanding that the developer resume construction."
338,2022/07/25,,yes,offline,,group demonstration,Henan,Zhengzhou,2--9,,,,delayed housing project,property buyers,property developer,government intervention,,,,,Tier 1,,"As the construction of the Zhengzhou Wall Center was not completed according to the contract, property buyers held up banners in front of the company service center, accusing the developer of delaying the handover for years and demanding the government intervene to protect their rights."
337,2022/06/27,,no,offline,,"one-person demonstration, sign protest",Guangdong,Shenzhen,1,,,female,pay and benefits,transportation workers,transportation company,payment of arrears,,,,,Tier 1,,"A logistics company in Shenzhen declared bankruptcy but still owed employees wages. In response, an employee hung a protest banner from a 6-meter-high bridge."
336,2022/06/27,,yes,offline,,sign protest,Guangdong,Dongguan,1,,,,debt disputes,transportation workers,technology company,fulfill contract,,,,,Tier 1,,"Due to the large decrease in the number of orders, an electronic technology company in Dongguan decided to suspend production from June 27, 2022. A group of transportation workers who were owed logistics fees went to the company to hold banners and protest."
335,2022/07/31,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,,,334,,Tier 1,,"The Country Garden Huyue No. 8 housing project was suspended due to a shortage of funds. It can be seen from the video that the homebuyers were queuing up to sign a document, which was presumed to be related to the joint signature of the owners of the rights protection."
334,2022/07/20,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,property developer,corporate accountability,monitoring,,335,,Tier 1,,"The Country Garden Huyue No. 8 housing project was suspended due to a shortage of funds. In response, a group of homebuyers protested in front of the sales center, shouting ""When will the construction of Country Garden No. 8 be resumed?"" They also printed the slogan on their T-shirts."
333,2022/07/14,,yes,offline,,sign protest,,Chongqing,1,,,,building quality,property owners,property developer,corporate accountability,monitoring,,,,Tier 1,,"To protest poor building quality in the Sunshine City housing project, a group of homeowners hung banners on the building."
332,2022/07/12,,yes,offline,,group demonstration,,Shanghai,10-99,,,male,property management disputes,property owners,property management,"corporate accountability, replacement",,company's apology,,,Tier 1,,"In response to frequent incidents of homeowners being beaten by security guards in a community in Shanghai, homeowners protested the property management company and demanded the replacement of the security team. Homeowners also demanded the company to promise that similar incidents will not happen again."
331,2022/06/24,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,delayed housing project,property buyers,bank,,,,"113, 202, 327, 330",,Tier 1,,"Homebuyers of Xi'an Shimao Shine City gathered in front of the Xi'an branch of Bohai Bank, holding up banners and accusing the bank of illegally freezing funds, which caused the construction of the project to stall."
330,2022/06/20,,no,offline,,group demonstration,Shaanxi,Xi'an,10-99,,,,delayed housing project,property buyers,property developer,,,,"113, 202, 327, 331",,Tier 1,,"Homebuyers of Xi'an Shimao Shine City held banners in the project reception center to protest, accusing the developer of selling the parking spaces too cheaply. It might be that the homebuyers were discontent that the revenue generated from the parking spaces was insufficient for the construction to be resumed."
329,2022/07/15,,no,offline,,group demonstration,Fujian,Quanzhou,10-99,,,,delayed housing project,property buyers,"local government, property developer","government intervention, corporate accountability",,,,,Tier 1,,"A group of homebuyers accused the developers of Jingdi Community in Quanzhou of false advertisement and failing to deliver on their promises, causing the project to be stalled. Homebuyers went to the Quanzhou government to protest and demand government to intervention."
328,2022/08/07,,yes,offline,,group demonstration,Fujian,Xiamen,10-99,,,,property pricing,property buyers,property developer,,,,,,Tier 1,,"As the developer of Xiamen Nobleedo reduced the price for housing units, homebuyers who previously paid more for theirs gathered in front of the project sales center, holding up banners and accusing the developer of wrongfully distorting the market."
327,2022/06/10,,no,offline,,collective petitioning,Shaanxi,Xi'an,10-99,,,,delayed housing project,property buyers,local government,,,,"113, 202, 330, 331",,Tier 1,,"As Xi'an Shimao Shine City had stalled for a long time, homebuyers went to the Provincial Bureau for Letters and Calls to report the issue. The staff claimed that the district mayor would see them, but no officials presented themselves to respond to their appeal. In the video, the government was accused of cheating the homebuyers."
326,2022/07/09,,yes,offline,,group demonstration,Jiangsu,Suzhou,2--9,,,,building quality,property owners,property developer,corporate accountability,,,,,Tier 1,,"A group of homeowners of Tang Song Yating believed that the developer was cutting corners when building the house, so they collectively held banners to protest."
325,2022/08/11,,no,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,female,"delayed housing project, fraud",property buyers,bank,corporate accountability,,,,,Tier 1,,"A group of homebuyers gathered in front of Shenzhen Minsheng Bank and shouted ""Minsheng Bank pay back the money"". Minsheng Bank was suspected of illegally misappropriating 3 billion yuan of regulatory funds for the Kaisa Yuebanshan Garden project, resulting in a shortage of funds for developers, which in turn led to the unfinished housing project. The homebuyers demanded that Minsheng Bank be held accountable for the incident."
324,2022/07/23,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,delayed housing project,property buyers,property developer,"government intervention, property handover",,,,,Tier 1,,"As the construction of Long Xi Wan was not completed according to the contract and has stalled for a long time, homebuyers gathered in front of the residential compound, demanding that the developer hand over the property, and asking the mayor for justice."
323,2022/08/11,,no,offline,,sign protest,Guangdong,Guangzhou,1,,,,"fraud, school district disputes",property buyers,property developer,corporate accountability,,,,,Tier 1,,"The homeowners of a property of Guangzhou Vanke Company collectively hung large banners on their balconies. Slogans included ""Vanke false advertisement"", ""Vanke are liars"", ""give me back the school"". Based on the banner content, it is reasonable to deduce that the developer has not fulfilled its promise to build a school."
322,2022/07/22,,yes,offline,,"group demonstration, march",Liaoning,Dalian,2--9,,,female,occupational safety,victim's family/friends,"local government, decoration company",compensation,monitoring,,,,Tier 1,,"A migrant worker worked for Huazheng Decoration Company suffered an occupational injury while working and was sent to the hospital for surgery. He and his family asked the company to pay the surgery cost, and requested a certificate of occupational accident. The company was only willing to provide the basic medical expenses, and the worker was then interrogated by police. In the end, the worker was suspected of committing suicide under the pressure of the company and the police. As a result, his family members marched in the streets wearing mourning clothing. They demanded the government intervene and Huazheng Company provide compensation."
321,2022/07/19,,yes,offline,,obstruction,Hubei,Jingmen,,,,,delayed housing project,property buyers,property developer,rescind contract,,,,,Tier 3,,"The Zijing Lanting project developed by Jingmen Zhongtai Real Estate Company was stalled. In response, homebuyers stopped the developer's car and demanded that the developer offer a refund."
320,2022/08/06,,no,offline,,group demonstration,Hainan,Sanya,100-999,,,,COVID-19 pandemic policies,tourists,airport,policy change,monitoring,government received/responded,,,Tier 1,,"Discontented with the local pandemic restrictions, tourists stuck at Sanya Phoenix International Airport protested and asked to leave for their homes. Police arrived to control the situation, and an official from the municipal government apologized and reassured the tourists that the government would provide free accommodation and meals."
319,2022/07/30,,no,offline,,collective petitioning,Guangdong,Shenzhen,10-99,,,,delayed housing project,property buyers,local government,,,government received/responded,318,,Tier 1,,"As Yantian Kaisa City Plaza had stalled for months, homebuyers went to the Yantian District Reception Hall for Letters and Calls to petition. The deputy district mayor received them and promised that construction of the project will be fully resumed in August."
318,2022/07/18,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,delayed housing project,property buyers,bank,fund appropriation,,,319,,Tier 1,,"Homebuyers of Yantian Kaisa City Plaza accused the Shenzhen branch of China CITIC Bank of misappropriating or freezing the funds from a supervised escrow accounts, which stalled the construction of the housing project. They gathered in front of the bank and yelled ""give our money back."""
317,2022/08/07,,no,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,"delayed housing project, building quality",property buyers,property developer,,state violence,,,,Tier 1,,"The developer of Youwell West City attempted to force through the process of property handover, but homebuyers refused to accept it due to quality issues. They gathered in front of the residential area to protest. The police pepper-sprayed and dispersed them later. A photo shows that police officers were armed."
316,2022/06/19,,yes,offline,,group demonstration,Shaanxi,Xianyang,2--9,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,"Homebuyers of Yangguang Weishuihuating accused the developer of breaking the law by forcing through the property handover without providing legally required documents, and there is no entrance gate available for cars or residents. They blocked the front door of the project sales center and protested with banners."
315,2022/07/17,,no,offline,,petition,Hebei,Langfang,1,,,female,delayed housing project,property buyers,local government,,"state violence, arrest/detention",,,,Tier 1,,"A homebuyer in Langfang, Hebei went to a government department to petition but was forcibly taken away by several men calling themselves ""police"". There was a physical struggle during the incident."
314,2022/07/13,,yes,offline,,group demonstration,Hunan,Shaoyang,10-99,,,,school district disputes,property owners,property developer,corporate accountability,,,,,Tier 1,,"Homebuyers of Huangteng New Times Square held up banners and signs in front of the sales center to protest, accusing the developer of failing to fulfill the promise to establish a school district for their children, and threatening to return the property if this issue is not resolved."
313,2022/07/20,,yes,offline,,group demonstration,Shanxi,Datong,10-99,,,male,fraud,property owners,property developer,government intervention,,,,Real-name Complaints Movement,Tier 1,,Property owners of Datong Loong Plaza gathered outside the plaza and accused Shenyin Limited of fraud after the company lied about cashback for storefront purchases and did not fulfill its promise. Property owners demanded the government intervene and protect their rights.
312,2022/07/30,,yes,offline,,"group demonstration, obstruction",Hubei,Wuhan,10-99,,,,fraud,property buyers,"local government, transportation company","rescind contract, refund",monitoring,,,,Tier 1,,"Wuhan Duoluokou Logistics Company was suspected of fraud, selling shops in the Duoluokou market to the owners with false advertisement, and promising to provide high rental returns. The company breached the contract after signing it with the owners and refused to fulfill its contractual obligations, causing more than 2,000 owners to suffer losses of more than 2 billion yuan. The owners occupied the entrance of the market to protest, demanding the contract be rescinded and the company provide refunds."
311,2022/07/01,,no,offline,,group demonstration,Jiangsu,Jurong,10-99,,,,delayed housing project,property buyers,"local government, property developer","government intervention, property handover",state violence,,,,Tier 1,,"As Jurong Evergrande Fairyland failed to complete the construction as scheduled, homebuyers gathered outside the city hall, demanding that the details of the funds under supervision be disclosed and that the property be handed over to them. Police used violence and dispersed the protresters."
310,2022/07/25,,no,offline,,group demonstration,Hebei,Handan,10-99,,,,school district disputes,urban residents,public school,refund,,,,,Tier 1,,"The Jingshi Middle School in Handan will be transformed from a private school to a public school. In response, a group of parents went to the school to demand refunds for tuition fees for the remaining school year."
309,2022/07/31,,yes,offline,,group demonstration,Hebei,Shijiazhuang,10-99,,,female,"delayed housing project, fraud",property buyers,property developer,"government intervention, corporate accountability",,,,Real-name Complaints Movement,Tier 1,,"Homebuyers of Royal Dragon City in Xingtang county accused the developer Xingtang Tuojie Property of fraud and misappropriation of the project funds, demanding that authorities intervene and investigate the developer to hold them accountable."
308,2022/07/27,2022/07/29,no,offline,,occupation,Fujian,Quanzhou,10-99,,,male,missing persons,victim's family/friends,local government,government intervention,monitoring,,"305, 306",,Tier 1,,"On June 10, a group of parents from all over the country provided the Quanzhou police station with clues about dozens of children who had been abducted and trafficked, asking the government to help find their missing children. After more than a month later, the parents have not received any response from the government. As a result, parents occupied the square in front of the Quanzhou Government building and asked the government to intervene in these cases."
307,2022/07/12,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,project plan violation,property buyers,property developer,fulfill contract,,,,,Tier 1,,"As Yanlord's The Park Phase 1 is short of a floor of parking, homebuyers held up a banner and signs to protest, accusing the developer of cheating and demanding that the car garage be built as per the original plan."
306,2022/07/26,,no,offline,,occupation,Fujian,Quanzhou,10-99,,,male,missing persons,victim's family/friends,local government,government intervention,,,"305, 308",,Tier 1,,"On June 10, a group of parents from all over the country provided the Quanzhou police station with clues about dozens of children who had been abducted and trafficked, asking the government to help find their missing children. After more than a month later, the parents have not received any response from the government. As a result, parents gathered in a park in Quanzhou, hoping the public would pay attention to these cases of missing persons."
305,2022/07/25,,yes,offline,,group demonstration,Fujian,Quanzhou,10-99,,,male,missing persons,victim's family/friends,local government,government intervention,,,"306, 308",,Tier 1,,"On June 10, a group of parents from all over the country provided the Quanzhou police station with clues about dozens of children who had been abducted and trafficked, asking the government to help find their missing children. After more than a month later, the parents have not received any response from the government. As a result, parents gathered to demand a response from the police department."
304,2022/08/05,,no,offline,,group demonstration,,Shanghai,10-99,,,,delayed housing project,property buyers,bank,fund appropriation,monitoring,fund appropriated,,,Tier 1,,"Homebuyers of Shanghai Kaisa City Plaza went to the project sales center to negotiate with the representative of China Bohai Bank, asking the bank to provide funds to keep the construction going, but there was no response from the bank. They then went to the local branch of China Bohai Bank, holding signs to protest and trying to enter the building, but were stopped by police. After the negotiation between the two parties at the sales center at night, the bank finally conceded and agreed to appropriate a portion of the funds from supervised accounts."
303,2022/07/27,,yes,offline,,group demonstration,Zhejiang,Wenzhou,10-99,,,,school district disputes,urban residents,public school,policy change,,,,,Tier 1,,"Dissatisfied with the unfair distribution of admissions at Nanpu Primary School in Wenzhou, a group of parents went to the school to protest."
302,2022/08/06,,no,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,building quality,property buyers,property developer,government intervention,"non-state violence, arrest/detention",,,,Tier 1,,"As the developer of The Hill Mansion attempted to force through the property handover, homebuyers went to the residential complex for house inspection but were intercepted and beaten by security guards. In the afternoon, they visited the Bao'an District Reception Hall for Letters and Calls but didn't receive any response from authorities. In the evening, the police took homebuyers to police stations against their will and questioned them for 10 hours before releasing them."
301,2022/07/27,,yes,offline,,group demonstration,,Chongqing,2--9,,,male,video games,urban residents,gaming company,,,,"300, 594",,Tier 1,,"A group of parents in Chongqing held signs against online games. According to the protesters' slogan, they believe that online games are a mental opium that poisons young people. They call for others help in bringing down online games."
300,2022/07/19,,yes,offline,,group demonstration,,Chongqing,2--9,,,male,video games,urban residents,gaming company,,,,"301, 594",,Tier 1,,"A group of parents in Chongqing held signs against online games. According to the protesters' slogan, they believe that online games are a mental opium that poisons young people. They call for others help in bringing down online games."
299,2022/08/03,,no,offline,,group demonstration,Guangdong,Dongguan,10-99,,,,property management disputes,property owners,property management,,state violence,,,,Tier 1,,"Homeowners of Rich Wood Oak Valley were protesting against the unreasonably expensive parking fees charged by the property management company. According to the poster, a large squad of police officers beat and arrested these homeowners."
298,2022/08/05,,yes,offline,,group demonstration,Hubei,Xiantao,10-99,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,"As the construction of Mantingchun MOMA had stalled, homebuyers held up banners, accused the developer of misappropriation of funds, and demanded the handover of the property. The post about this protest was later censored."
297,2022/07/26,,yes,offline,,group demonstration,Guangdong,Yangjiang,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,"As the construction of Yangjiang Kaisa Riverside Garden had stalled since October 2021, homebuyers held up signs in front of Yangjiang city government building to protest and demand that construction be resumed and the property handover be ensured."
296,2022/07/24,,yes,offline,,sign protest,,,1,,,,fraud,investors,financial company,return assets,,,"293, 294, 295",,Tier 1,,"Madai Finance Company, a subsidiary of CITIC Group, was suspected of fraud, illegal transfer of funds, and illegal embezzlement of investors’ funds. Investors were therefore unable to withdraw their funds after the expiration of the contract. As investors dissatisfied with Madai Company's repayment plan, therefore, a group of investors has launched multiple campaigns to demand repayment from Madai Company. These actions include collective protests and banner protests."
295,2022/07/24,,yes,offline,,"one-person demonstration, sign protest",,,1,,,,fraud,investors,financial company,return assets,,,"293, 294, 296",,Tier 1,,"Madai Finance Company, a subsidiary of CITIC Group, was suspected of fraud, illegal transfer of funds, and illegal embezzlement of investors’ funds. Investors were therefore unable to withdraw their funds after the expiration of the contract. As investors dissatisfied with Madai Company's repayment plan, therefore, a group of investors has launched multiple campaigns to demand repayment from Madai Company. These actions include collective protests and banner protests."
294,2022/07/08,,no,offline,,group demonstration,,Shanghai,10-99,,,,fraud,investors,financial company,return assets,monitoring,,"293, 295, 296",,Tier 1,,"Madai Finance Company, a subsidiary of CITIC Group, was suspected of fraud, illegal transfer of funds, and illegal embezzlement of investors’ funds. Investors were therefore unable to withdraw their funds after the expiration of the contract. As investors dissatisfied with Madai Company's repayment plan, therefore, a group of investors has launched multiple campaigns to demand repayment from Madai Company. These actions include collective protests and banner protests."
293,2022/07/05,,no,offline,,group demonstration,,Beijing,10-99,,,,fraud,investors,financial company,return assets,,,"294, 295, 296",,Tier 1,,"Madai Finance Company, a subsidiary of CITIC Group, was suspected of fraud, illegal transfer of funds, and illegal embezzlement of investors’ funds. Investors were unable to withdraw their funds after the expiration of the contract. Dissatisfied with Madai Company's repayment plan, a group of investors launched multiple campaigns to demand repayment from Madai. These actions include collective protests, banner protests, etc."
