Entity,Code,Year,Sales of cigarettes per adult per day (International Smoking Statistics (2017)) 
Japan,JPN,1958,4.599999904632568
Japan,JPN,1959,4.800000190734863
Japan,JPN,1960,5.099999904632568
Japan,JPN,1961,5.599999904632568
Japan,JPN,1962,5.699999809265137
Japan,JPN,1963,5.900000095367432
Japan,JPN,1964,6.199999809265137
Japan,JPN,1965,6.400000095367432
Japan,JPN,1966,6.699999809265137
Japan,JPN,1967,7
Japan,JPN,1968,7
Japan,JPN,1969,7.5
Japan,JPN,1970,7.800000190734863
Japan,JPN,1971,8.199999809265137
Japan,JPN,1972,8.600000381469727
Japan,JPN,1973,8.899999618530273
Japan,JPN,1974,9.5
Japan,JPN,1975,9.5
Japan,JPN,1976,9.399999618530273
Japan,JPN,1977,9.699999809265137
Japan,JPN,1978,9.600000381469727
Japan,JPN,1979,9.600000381469727
Japan,JPN,1980,9.399999618530273
Japan,JPN,1981,9.5
Japan,JPN,1982,9.399999618530273
Japan,JPN,1983,9.300000190734863
Japan,JPN,1984,9.199999809265137
Japan,JPN,1985,9
Japan,JPN,1986,8.800000190734863
Japan,JPN,1987,8.699999809265137
Japan,JPN,1988,8.600000381469727
Japan,JPN,1989,8.600000381469727
Japan,JPN,1990,8.800000190734863
Japan,JPN,1991,8.899999618530273
Japan,JPN,1992,8.800000190734863
Japan,JPN,1993,8.800000190734863
Japan,JPN,1994,8.800000190734863
Japan,JPN,1995,8.800000190734863
Japan,JPN,1996,9.100000381469727
Japan,JPN,1997,8.5
Japan,JPN,1998,8.699999809265137
Japan,JPN,1999,8.5
Japan,JPN,2000,8.300000190734863
Japan,JPN,2001,8.100000381469727
Japan,JPN,2002,7.900000095367432
Japan,JPN,2003,7.599999904632568
Japan,JPN,2004,7.400000095367432
Japan,JPN,2005,7.199999809265137
Japan,JPN,2006,6.800000190734863
Japan,JPN,2007,6.5
Japan,JPN,2008,6.199999809265137
Japan,JPN,2009,5.900000095367432
Japan,JPN,2010,5.300000190734863
Japan,JPN,2011,4.900000095367432
Japan,JPN,2012,4.900000095367432
Japan,JPN,2013,4.900000095367432
Japan,JPN,2014,4.5
Japan,JPN,2015,4.599999904632568
Kazakhstan,KAZ,1988,5
Kazakhstan,KAZ,1989,4.699999809265137
Kazakhstan,KAZ,1990,3.900000095367432
Kazakhstan,KAZ,1991,3.599999904632568
Kazakhstan,KAZ,1992,3.599999904632568
Kazakhstan,KAZ,1993,4.699999809265137
Kazakhstan,KAZ,1994,4.900000095367432
Kazakhstan,KAZ,1995,5.099999904632568
Kazakhstan,KAZ,1996,3.799999952316284
Kazakhstan,KAZ,1997,3.900000095367432
Kazakhstan,KAZ,1998,4.400000095367432
Kazakhstan,KAZ,1999,4.400000095367432
Kazakhstan,KAZ,2000,4.400000095367432
Kyrgyzstan,KGZ,1988,5.300000190734863
Kyrgyzstan,KGZ,1989,4.900000095367432
Kyrgyzstan,KGZ,1990,4.900000095367432
Kyrgyzstan,KGZ,1991,4.900000095367432
Kyrgyzstan,KGZ,1992,5
Kyrgyzstan,KGZ,1993,5.800000190734863
Kyrgyzstan,KGZ,1994,4
Kyrgyzstan,KGZ,1995,3.900000095367432
Kyrgyzstan,KGZ,1996,3.900000095367432
Kyrgyzstan,KGZ,1997,3.799999952316284
Kyrgyzstan,KGZ,1998,3.799999952316284
Latvia,LVA,1921,1
Latvia,LVA,1922,1.399999976158142
Latvia,LVA,1923,1.700000047683716
Latvia,LVA,1924,1.799999952316284
Latvia,LVA,1925,1.799999952316284
Latvia,LVA,1926,1.899999976158142
Latvia,LVA,1927,1.799999952316284
Latvia,LVA,1928,1.899999976158142
Latvia,LVA,1929,2
Latvia,LVA,1930,2
Latvia,LVA,1931,1.899999976158142
Latvia,LVA,1932,1.600000023841858
Latvia,LVA,1933,1.600000023841858
Latvia,LVA,1934,1.700000047683716
Latvia,LVA,1935,1.700000047683716
Latvia,LVA,1988,4.400000095367432
Latvia,LVA,1989,4.300000190734863
Latvia,LVA,1990,4.199999809265137
Latvia,LVA,1991,4.400000095367432
Latvia,LVA,1992,4.400000095367432
Latvia,LVA,1993,4.5
Latvia,LVA,1994,4.800000190734863
Latvia,LVA,1995,5.199999809265137
Latvia,LVA,1996,5.400000095367432
Latvia,LVA,1997,3.400000095367432
Latvia,LVA,1998,3.400000095367432
Latvia,LVA,1999,3.400000095367432
Latvia,LVA,2000,3.5
Latvia,LVA,2001,4.099999904632568
Latvia,LVA,2002,3.700000047683716
Latvia,LVA,2003,3.799999952316284
Latvia,LVA,2004,5.300000190734863
Latvia,LVA,2005,6
Latvia,LVA,2006,6.900000095367432
Latvia,LVA,2007,4.800000190734863
Latvia,LVA,2008,5.699999809265137
Latvia,LVA,2009,3.400000095367432
Latvia,LVA,2010,2.700000047683716
Latvia,LVA,2011,3
Latvia,LVA,2012,2.900000095367432
Latvia,LVA,2013,3
Latvia,LVA,2014,2.799999952316284
Lithuania,LTU,1988,4.400000095367432
Lithuania,LTU,1989,4.300000190734863
Lithuania,LTU,1990,4.199999809265137
Lithuania,LTU,1991,4.699999809265137
Lithuania,LTU,1992,4.699999809265137
Lithuania,LTU,1993,4.699999809265137
Lithuania,LTU,1994,4.699999809265137
Lithuania,LTU,1995,4.900000095367432
Lithuania,LTU,1996,5.099999904632568
Lithuania,LTU,1997,7
Lithuania,LTU,1998,7
Lithuania,LTU,1999,7
Lithuania,LTU,2000,5.300000190734863
Lithuania,LTU,2001,5.599999904632568
Lithuania,LTU,2002,4.699999809265137
Lithuania,LTU,2003,3.799999952316284
Lithuania,LTU,2004,3.099999904632568
Lithuania,LTU,2005,3.299999952316284
Lithuania,LTU,2006,5.699999809265137
Lithuania,LTU,2007,6.300000190734863
Lithuania,LTU,2008,5.900000095367432
Lithuania,LTU,2009,5.099999904632568
Lithuania,LTU,2010,4.199999809265137
Lithuania,LTU,2011,3.799999952316284
Lithuania,LTU,2012,3.5
Lithuania,LTU,2013,3.900000095367432
Lithuania,LTU,2014,4
Moldova,MDA,1988,8.5
Moldova,MDA,1989,8.899999618530273
Moldova,MDA,1990,6.599999904632568
Moldova,MDA,1991,6.599999904632568
Moldova,MDA,1992,6.5
Moldova,MDA,1993,4.199999809265137
Moldova,MDA,1994,4.099999904632568
Moldova,MDA,1995,4.099999904632568
Moldova,MDA,1996,4.099999904632568
Moldova,MDA,1997,4.900000095367432
Moldova,MDA,1998,4.699999809265137
Moldova,MDA,1999,4.699999809265137
Netherlands,NLD,1923,1.100000023841858
Netherlands,NLD,1924,1.399999976158142
Netherlands,NLD,1925,1.100000023841858
Netherlands,NLD,1926,1.299999952316284
Netherlands,NLD,1927,1.399999976158142
Netherlands,NLD,1928,1.399999976158142
Netherlands,NLD,1929,1.600000023841858
Netherlands,NLD,1930,1.799999952316284
Netherlands,NLD,1931,1.700000047683716
Netherlands,NLD,1932,1.799999952316284
Netherlands,NLD,1933,1.899999976158142
Netherlands,NLD,1934,1.799999952316284
Netherlands,NLD,1935,1.899999976158142
Netherlands,NLD,1936,1.799999952316284
Netherlands,NLD,1937,1.899999976158142
Netherlands,NLD,1938,2.099999904632568
Netherlands,NLD,1939,2.299999952316284
Netherlands,NLD,1946,1.399999976158142
Netherlands,NLD,1947,2.200000047683716
Netherlands,NLD,1948,2.099999904632568
Netherlands,NLD,1949,2.400000095367432
Netherlands,NLD,1950,3.099999904632568
Netherlands,NLD,1951,3.200000047683716
Netherlands,NLD,1952,3.599999904632568
Netherlands,NLD,1953,3.799999952316284
Netherlands,NLD,1954,4.199999809265137
Netherlands,NLD,1955,4.300000190734863
Netherlands,NLD,1956,4.699999809265137
Netherlands,NLD,1957,4.800000190734863
Netherlands,NLD,1958,4.599999904632568
Netherlands,NLD,1959,4.599999904632568
Netherlands,NLD,1960,7.300000190734863
Netherlands,NLD,1961,7.5
Netherlands,NLD,1962,7.400000095367432
Netherlands,NLD,1963,7.599999904632568
Netherlands,NLD,1964,6.900000095367432
Netherlands,NLD,1965,8.399999618530273
Netherlands,NLD,1966,6.800000190734863
Netherlands,NLD,1967,7.699999809265137
Netherlands,NLD,1968,8.399999618530273
Netherlands,NLD,1969,7.699999809265137
Netherlands,NLD,1970,8.300000190734863
Netherlands,NLD,1971,8.399999618530273
Netherlands,NLD,1972,9.199999809265137
Netherlands,NLD,1973,9.699999809265137
Netherlands,NLD,1974,9.899999618530273
Netherlands,NLD,1975,9.899999618530273
Netherlands,NLD,1976,9.600000381469727
Netherlands,NLD,1977,10.80000019073486
Netherlands,NLD,1978,9.699999809265137
Netherlands,NLD,1979,10.39999961853027
Netherlands,NLD,1980,9.199999809265137
Netherlands,NLD,1981,8.800000190734863
Netherlands,NLD,1982,9.100000381469727
Netherlands,NLD,1983,9.800000190734863
Netherlands,NLD,1984,8
Netherlands,NLD,1985,8
Netherlands,NLD,1986,7.900000095367432
Netherlands,NLD,1987,7.599999904632568
Netherlands,NLD,1988,7.5
Netherlands,NLD,1989,7.5
Netherlands,NLD,1990,7.599999904632568
Netherlands,NLD,1991,8
Netherlands,NLD,1992,7.300000190734863
Netherlands,NLD,1993,6.599999904632568
Netherlands,NLD,1994,6.800000190734863
Netherlands,NLD,1995,6.800000190734863
Netherlands,NLD,1996,6.199999809265137
Netherlands,NLD,1997,6.5
Netherlands,NLD,1998,6.599999904632568
Netherlands,NLD,1999,6.400000095367432
Netherlands,NLD,2000,6.400000095367432
Netherlands,NLD,2001,6
Netherlands,NLD,2002,6.300000190734863
Netherlands,NLD,2003,6.199999809265137
Netherlands,NLD,2004,5.599999904632568
Netherlands,NLD,2005,5.099999904632568
Netherlands,NLD,2006,5.099999904632568
Netherlands,NLD,2007,5.300000190734863
Netherlands,NLD,2008,5.099999904632568
Netherlands,NLD,2009,4.599999904632568
Netherlands,NLD,2010,4.5
Netherlands,NLD,2011,1.5
Netherlands,NLD,2012,1.5
New Zealand,NZL,1920,1.600000023841858
New Zealand,NZL,1921,1.200000047683716
New Zealand,NZL,1922,1.299999952316284
New Zealand,NZL,1923,1.5
New Zealand,NZL,1924,1.600000023841858
New Zealand,NZL,1925,1.799999952316284
New Zealand,NZL,1926,1.799999952316284
New Zealand,NZL,1927,1.799999952316284
New Zealand,NZL,1928,1.799999952316284
New Zealand,NZL,1929,1.899999976158142
New Zealand,NZL,1930,1.600000023841858
New Zealand,NZL,1931,1.200000047683716
New Zealand,NZL,1932,1
New Zealand,NZL,1933,1
New Zealand,NZL,1934,1.100000023841858
New Zealand,NZL,1935,1.399999976158142
New Zealand,NZL,1936,1.700000047683716
New Zealand,NZL,1937,1.899999976158142
New Zealand,NZL,1938,2.099999904632568
New Zealand,NZL,1939,2.099999904632568
New Zealand,NZL,1940,1.899999976158142
New Zealand,NZL,1941,2
New Zealand,NZL,1942,2.299999952316284
New Zealand,NZL,1943,2.299999952316284
New Zealand,NZL,1944,2.5
New Zealand,NZL,1945,2.599999904632568
New Zealand,NZL,1946,3.400000095367432
New Zealand,NZL,1947,4.300000190734863
New Zealand,NZL,1948,3.400000095367432
New Zealand,NZL,1949,3.400000095367432
New Zealand,NZL,1950,7.599999904632568
New Zealand,NZL,1951,8
New Zealand,NZL,1952,7.699999809265137
New Zealand,NZL,1953,7.699999809265137
New Zealand,NZL,1954,8
New Zealand,NZL,1955,8.199999809265137
New Zealand,NZL,1956,7.699999809265137
New Zealand,NZL,1957,8.100000381469727
New Zealand,NZL,1958,7.5
New Zealand,NZL,1959,7.300000190734863
New Zealand,NZL,1960,8.199999809265137
New Zealand,NZL,1961,8.199999809265137
New Zealand,NZL,1962,8.100000381469727
New Zealand,NZL,1963,8.399999618530273
New Zealand,NZL,1964,8.199999809265137
New Zealand,NZL,1965,8.100000381469727
New Zealand,NZL,1966,8.600000381469727
New Zealand,NZL,1967,8.300000190734863
New Zealand,NZL,1968,8.199999809265137
New Zealand,NZL,1969,8.199999809265137
New Zealand,NZL,1970,8.300000190734863
New Zealand,NZL,1971,8.199999809265137
New Zealand,NZL,1972,8.300000190734863
New Zealand,NZL,1973,8.300000190734863
New Zealand,NZL,1974,8.300000190734863
New Zealand,NZL,1975,8.600000381469727
New Zealand,NZL,1976,8.399999618530273
New Zealand,NZL,1977,8.5
New Zealand,NZL,1978,8.300000190734863
New Zealand,NZL,1979,7.900000095367432
New Zealand,NZL,1980,7.699999809265137
New Zealand,NZL,1981,7.800000190734863
New Zealand,NZL,1982,7.599999904632568
New Zealand,NZL,1983,7.5
New Zealand,NZL,1984,7.5
New Zealand,NZL,1985,6.699999809265137
New Zealand,NZL,1986,6.199999809265137
New Zealand,NZL,1987,6.199999809265137
New Zealand,NZL,1988,6.300000190734863
New Zealand,NZL,1989,5.099999904632568
New Zealand,NZL,1990,5.300000190734863
New Zealand,NZL,1991,4.699999809265137
New Zealand,NZL,1992,4.199999809265137
New Zealand,NZL,1993,4.199999809265137
New Zealand,NZL,1994,4
New Zealand,NZL,1995,4
New Zealand,NZL,1996,4.199999809265137
New Zealand,NZL,1997,4.099999904632568
New Zealand,NZL,1998,4
New Zealand,NZL,1999,3.799999952316284
New Zealand,NZL,2000,3.900000095367432
New Zealand,NZL,2001,3.400000095367432
New Zealand,NZL,2002,3.5
New Zealand,NZL,2003,3.099999904632568
New Zealand,NZL,2004,3.099999904632568
New Zealand,NZL,2005,3.299999952316284
New Zealand,NZL,2006,3.200000047683716
New Zealand,NZL,2007,3.200000047683716
New Zealand,NZL,2008,3.299999952316284
New Zealand,NZL,2009,3.099999904632568
Norway,NOR,1927,0.699999988079071
Norway,NOR,1928,0.699999988079071
Norway,NOR,1929,0.800000011920929
Norway,NOR,1930,0.800000011920929
Norway,NOR,1931,0.699999988079071
Norway,NOR,1932,0.800000011920929
Norway,NOR,1933,0.800000011920929
Norway,NOR,1934,0.800000011920929
Norway,NOR,1935,0.800000011920929
Norway,NOR,1936,0.8999999761581421
Norway,NOR,1937,1.100000023841858
Norway,NOR,1938,1.100000023841858
Norway,NOR,1939,1.200000047683716
Norway,NOR,1940,1.200000047683716
Norway,NOR,1941,0.8999999761581421
Norway,NOR,1942,0.699999988079071
Norway,NOR,1943,0.699999988079071
Norway,NOR,1944,0.4000000059604645
Norway,NOR,1945,0.6000000238418579
Norway,NOR,1946,1.899999976158142
Norway,NOR,1947,2
Norway,NOR,1948,2
Norway,NOR,1949,2.299999952316284
Norway,NOR,1950,2.099999904632568
Norway,NOR,1951,2.099999904632568
Norway,NOR,1952,2.299999952316284
Norway,NOR,1953,2.200000047683716
Norway,NOR,1954,2.400000095367432
Norway,NOR,1955,2.400000095367432
Norway,NOR,1956,2.299999952316284
Norway,NOR,1957,2.5
Norway,NOR,1958,2.5
Norway,NOR,1959,2.599999904632568
Norway,NOR,1960,2.700000047683716
Norway,NOR,1961,3.5
Norway,NOR,1962,3.799999952316284
Norway,NOR,1963,3.900000095367432
Norway,NOR,1964,3.5
Norway,NOR,1965,4.099999904632568
Norway,NOR,1966,4.300000190734863
Norway,NOR,1967,4.400000095367432
Norway,NOR,1968,4.699999809265137
Norway,NOR,1969,5.099999904632568
Norway,NOR,1970,4.800000190734863
Norway,NOR,1971,4.699999809265137
Norway,NOR,1972,5.199999809265137
Norway,NOR,1973,5
Norway,NOR,1974,5.5
Norway,NOR,1975,5.5
Norway,NOR,1976,5.199999809265137
Norway,NOR,1977,5.300000190734863
Norway,NOR,1978,5.099999904632568
Norway,NOR,1979,5.300000190734863
Norway,NOR,1980,5.599999904632568
Norway,NOR,1981,5.5
Norway,NOR,1982,5.199999809265137
Norway,NOR,1983,5.400000095367432
Norway,NOR,1984,5.300000190734863
Norway,NOR,1985,5.400000095367432
Norway,NOR,1986,5.5
Norway,NOR,1987,5.599999904632568
Norway,NOR,1988,5.400000095367432
Norway,NOR,1989,5.400000095367432
Norway,NOR,1990,5.400000095367432
Norway,NOR,1991,5.5
Norway,NOR,1992,5.199999809265137
Norway,NOR,1993,5.300000190734863
Norway,NOR,1994,5
Norway,NOR,1995,5
Norway,NOR,1996,5.199999809265137
Norway,NOR,1997,4.900000095367432
Norway,NOR,1998,5.400000095367432
Norway,NOR,1999,5.199999809265137
Norway,NOR,2000,4.900000095367432
Norway,NOR,2001,4.699999809265137
Norway,NOR,2002,4.5
Norway,NOR,2003,4.5
Norway,NOR,2004,4.400000095367432
Norway,NOR,2005,3.799999952316284
Norway,NOR,2006,4.199999809265137
Norway,NOR,2007,3.400000095367432
Norway,NOR,2008,4
Norway,NOR,2009,3.900000095367432
Norway,NOR,2010,3.5
Norway,NOR,2011,3.200000047683716
Poland,POL,1922,0.699999988079071
Poland,POL,1923,0.6000000238418579
Poland,POL,1924,0.699999988079071
Poland,POL,1925,0.8999999761581421
Poland,POL,1926,0.800000011920929
Poland,POL,1927,0.8999999761581421
Poland,POL,1928,1.100000023841858
Poland,POL,1929,1.100000023841858
Poland,POL,1930,1.100000023841858
Poland,POL,1931,1
Poland,POL,1932,1
Poland,POL,1933,0.8999999761581421
Poland,POL,1934,0.800000011920929
Poland,POL,1935,0.699999988079071
Poland,POL,1937,0.8999999761581421
Poland,POL,1949,3.299999952316284
Poland,POL,1953,4.599999904632568
Poland,POL,1957,6.099999904632568
Poland,POL,1960,6.199999809265137
Poland,POL,1961,6.900000095367432
Poland,POL,1962,7.199999809265137
Poland,POL,1963,7.099999904632568
Poland,POL,1964,6.099999904632568
Poland,POL,1965,6.699999809265137
Poland,POL,1966,7.400000095367432
Poland,POL,1967,7.099999904632568
Poland,POL,1968,7.599999904632568
Poland,POL,1969,8
Poland,POL,1970,8
Poland,POL,1971,7.699999809265137
Poland,POL,1972,9.100000381469727
Poland,POL,1973,8.300000190734863
Poland,POL,1974,8.699999809265137
Poland,POL,1975,8.800000190734863
Poland,POL,1976,9.399999618530273
Poland,POL,1977,9.399999618530273
Poland,POL,1978,9.399999618530273
Poland,POL,1979,9.5
Poland,POL,1980,9.600000381469727
Poland,POL,1981,9.100000381469727
Poland,POL,1982,9.199999809265137
Poland,POL,1983,8.600000381469727
Poland,POL,1984,8.800000190734863
Poland,POL,1985,9.199999809265137
Poland,POL,1986,9.699999809265137
Poland,POL,1987,10.10000038146973
Poland,POL,1988,9.199999809265137
Poland,POL,1989,9.300000190734863
Poland,POL,1990,9.899999618530273
Poland,POL,1991,10.69999980926514
Poland,POL,1992,9.100000381469727
Poland,POL,1993,9.699999809265137
Poland,POL,1994,8.899999618530273
Poland,POL,1995,9.300000190734863
Poland,POL,1996,8.199999809265137
Poland,POL,1997,8.300000190734863
Poland,POL,1998,8.100000381469727
Poland,POL,1999,7.800000190734863
Poland,POL,2000,6.5
Poland,POL,2001,6.599999904632568
Poland,POL,2002,6.599999904632568
Poland,POL,2003,6.300000190734863
Poland,POL,2004,6.199999809265137
Poland,POL,2005,6.400000095367432
Poland,POL,2006,5.800000190734863
Poland,POL,2007,5.699999809265137
Poland,POL,2008,5.199999809265137
Poland,POL,2009,5.400000095367432
Poland,POL,2010,5
Poland,POL,2011,4.800000190734863
Poland,POL,2012,4.300000190734863
Portugal,PRT,1934,0.4000000059604645
Portugal,PRT,1940,0.699999988079071
Portugal,PRT,1941,0.8999999761581421
Portugal,PRT,1942,1.100000023841858
Portugal,PRT,1943,1.100000023841858
Portugal,PRT,1944,1.100000023841858
Portugal,PRT,1945,1.200000047683716
Portugal,PRT,1946,1.299999952316284
Portugal,PRT,1947,1.5
Portugal,PRT,1948,1.600000023841858
Portugal,PRT,1949,1.700000047683716
Portugal,PRT,1950,2.599999904632568
Portugal,PRT,1951,2.5
Portugal,PRT,1952,2.700000047683716
Portugal,PRT,1953,2.700000047683716
Portugal,PRT,1954,2.599999904632568
Portugal,PRT,1955,2.599999904632568
Portugal,PRT,1956,2.700000047683716
Portugal,PRT,1957,2.700000047683716
Portugal,PRT,1958,2.900000095367432
Portugal,PRT,1959,2.900000095367432
Portugal,PRT,1960,3.099999904632568
Portugal,PRT,1961,2.799999952316284
Portugal,PRT,1962,2.900000095367432
Portugal,PRT,1963,3.299999952316284
Portugal,PRT,1964,3.400000095367432
Portugal,PRT,1965,3.5
Portugal,PRT,1966,3.700000047683716
Portugal,PRT,1967,3.799999952316284
Portugal,PRT,1968,3.900000095367432
Portugal,PRT,1969,3.900000095367432
Portugal,PRT,1970,4.199999809265137
Portugal,PRT,1971,4.199999809265137
Portugal,PRT,1972,4.400000095367432
Portugal,PRT,1973,4.5
Portugal,PRT,1974,4.699999809265137
Portugal,PRT,1975,4.800000190734863
Portugal,PRT,1976,4.599999904632568
Portugal,PRT,1977,4.900000095367432
Portugal,PRT,1978,4.900000095367432
Portugal,PRT,1979,4.699999809265137
Portugal,PRT,1980,4.599999904632568
Portugal,PRT,1981,4.800000190734863
Portugal,PRT,1982,4.800000190734863
Portugal,PRT,1983,5
Portugal,PRT,1984,5
Portugal,PRT,1985,4.900000095367432
Portugal,PRT,1986,4.900000095367432
Portugal,PRT,1987,5.300000190734863
Portugal,PRT,1988,5.099999904632568
Portugal,PRT,1989,5.099999904632568
Portugal,PRT,1990,5.300000190734863
Portugal,PRT,1991,5.5
Portugal,PRT,1992,5.699999809265137
Portugal,PRT,1993,5.699999809265137
Portugal,PRT,1994,5.900000095367432
Portugal,PRT,1995,5.400000095367432
Portugal,PRT,1996,5.300000190734863
Portugal,PRT,1997,5.400000095367432
Portugal,PRT,1998,5.300000190734863
Portugal,PRT,1999,5.5
Portugal,PRT,2000,5.400000095367432
Portugal,PRT,2001,5.599999904632568
Portugal,PRT,2002,5.5
Portugal,PRT,2003,5.400000095367432
Portugal,PRT,2004,5.199999809265137
Portugal,PRT,2005,4.900000095367432
Portugal,PRT,2006,4.5
Portugal,PRT,2007,4.400000095367432
Portugal,PRT,2008,4
Portugal,PRT,2009,4
Portugal,PRT,2010,3.900000095367432
Portugal,PRT,2011,3.900000095367432
Portugal,PRT,2012,3.099999904632568
Romania,ROU,1920,0.2000000029802322
Romania,ROU,1921,0.5
Romania,ROU,1922,0.6000000238418579
Romania,ROU,1923,0.699999988079071
Romania,ROU,1924,1
Romania,ROU,1925,0.8999999761581421
Romania,ROU,1926,1
Romania,ROU,1927,1
Romania,ROU,1928,0.8999999761581421
Romania,ROU,1929,0.8999999761581421
Romania,ROU,1930,0.699999988079071
Romania,ROU,1931,0.6000000238418579
Romania,ROU,1932,0.5
Romania,ROU,1933,0.5
Romania,ROU,1934,0.5
Romania,ROU,1935,0.5
Romania,ROU,1960,4.300000190734863
Romania,ROU,1961,4.5
Romania,ROU,1962,4.5
Romania,ROU,1963,4.300000190734863
Romania,ROU,1964,4.400000095367432
Romania,ROU,1965,4.5
Romania,ROU,1966,4.900000095367432
Romania,ROU,1967,4.699999809265137
Romania,ROU,1968,4.699999809265137
Romania,ROU,1969,4.800000190734863
Romania,ROU,1970,4.699999809265137
Romania,ROU,1971,4.699999809265137
Romania,ROU,1972,4.800000190734863
Romania,ROU,1973,4.900000095367432
Romania,ROU,1974,5
Romania,ROU,1975,5.199999809265137
Romania,ROU,1976,5.300000190734863
Romania,ROU,1977,5.400000095367432
Romania,ROU,1978,5.599999904632568
Romania,ROU,1979,5.599999904632568
Romania,ROU,1980,5.699999809265137
Romania,ROU,1981,5.900000095367432
Romania,ROU,1982,6
Romania,ROU,1983,5.900000095367432
Romania,ROU,1984,5.800000190734863
Romania,ROU,1985,5.800000190734863
Romania,ROU,1986,5.699999809265137
Romania,ROU,1987,4.599999904632568
Romania,ROU,1988,4.900000095367432
Romania,ROU,1989,5
Romania,ROU,1990,5
Romania,ROU,1991,3.599999904632568
Romania,ROU,1992,4.300000190734863
Romania,ROU,1993,5.5
Romania,ROU,1994,5.699999809265137
Romania,ROU,1995,6.300000190734863
Romania,ROU,1996,4.900000095367432
Romania,ROU,1997,4.699999809265137
Romania,ROU,1998,5
Romania,ROU,1999,6
Romania,ROU,2000,6
Romania,ROU,2001,5.599999904632568
Romania,ROU,2002,5.699999809265137
Romania,ROU,2003,5.800000190734863
Romania,ROU,2004,5.599999904632568
Romania,ROU,2005,5.099999904632568
Romania,ROU,2006,4.599999904632568
Romania,ROU,2007,4.699999809265137
Romania,ROU,2008,4.900000095367432
Romania,ROU,2009,4.900000095367432
Romania,ROU,2010,4.099999904632568
Romania,ROU,2011,4.199999809265137
Romania,ROU,2012,4.099999904632568
Romania,ROU,2013,4
Russia,RUS,1988,4.900000095367432
Russia,RUS,1989,4.599999904632568
Russia,RUS,1990,4.699999809265137
Russia,RUS,1991,4.699999809265137
Russia,RUS,1992,4.400000095367432
Russia,RUS,1993,4.400000095367432
Russia,RUS,1994,4.199999809265137
Russia,RUS,1995,5
Russia,RUS,1996,4.900000095367432
Russia,RUS,1997,5.400000095367432
Russia,RUS,1998,5.699999809265137
Russia,RUS,1999,6.699999809265137
Russia,RUS,2000,8.300000190734863
Russia,RUS,2001,8.699999809265137
Russia,RUS,2002,9
Russia,RUS,2003,8.699999809265137
Russia,RUS,2004,8.399999618530273
Slovakia,SVK,1975,5.300000190734863
Slovakia,SVK,1980,6.300000190734863
Slovakia,SVK,1981,6.5
Slovakia,SVK,1982,6.599999904632568
Slovakia,SVK,1983,6.300000190734863
Slovakia,SVK,1984,6.099999904632568
Slovakia,SVK,1985,6.099999904632568
Slovakia,SVK,1986,6.099999904632568
Slovakia,SVK,1987,6.099999904632568
Slovakia,SVK,1988,5.800000190734863
Slovakia,SVK,1989,5.699999809265137
Slovakia,SVK,1993,6.5
Slovakia,SVK,1994,6.5
Slovakia,SVK,1995,7.199999809265137
Slovakia,SVK,1996,7.400000095367432
Slovakia,SVK,1997,7.699999809265137
Slovakia,SVK,1998,7.900000095367432
Slovakia,SVK,1999,7.900000095367432
Slovakia,SVK,2000,7.800000190734863
Slovakia,SVK,2001,7.699999809265137
Slovakia,SVK,2002,7.699999809265137
Slovakia,SVK,2003,7.599999904632568
Slovakia,SVK,2004,7.599999904632568
Slovakia,SVK,2006,4.300000190734863
Slovakia,SVK,2007,4.599999904632568
Slovakia,SVK,2008,5
Slovakia,SVK,2009,4.599999904632568
Slovakia,SVK,2010,4.400000095367432
Slovakia,SVK,2011,4.300000190734863
Slovakia,SVK,2012,4.199999809265137
Slovakia,SVK,2013,3.900000095367432
Slovakia,SVK,2014,3.900000095367432
Slovenia,SVN,1993,6.300000190734863
Slovenia,SVN,1994,6.300000190734863
Slovenia,SVN,1995,6.199999809265137
Slovenia,SVN,1996,6.199999809265137
Slovenia,SVN,1997,6.199999809265137
Slovenia,SVN,1998,6.199999809265137
Slovenia,SVN,1999,6.099999904632568
Slovenia,SVN,2000,6.099999904632568
Slovenia,SVN,2001,6
Slovenia,SVN,2002,3.900000095367432
Slovenia,SVN,2003,3.700000047683716
Slovenia,SVN,2004,3.599999904632568
Slovenia,SVN,2006,6.800000190734863
Slovenia,SVN,2007,6.599999904632568
Slovenia,SVN,2008,7.400000095367432
Slovenia,SVN,2009,6.599999904632568
Slovenia,SVN,2010,6.199999809265137
Slovenia,SVN,2011,5.699999809265137
Slovenia,SVN,2012,5.800000190734863
Slovenia,SVN,2013,4.800000190734863
Slovenia,SVN,2014,4.599999904632568
Spain,ESP,1920,1
Spain,ESP,1921,1
Spain,ESP,1922,1.100000023841858
Spain,ESP,1923,1.200000047683716
Spain,ESP,1924,1.100000023841858
Spain,ESP,1925,1
Spain,ESP,1926,0.8999999761581421
Spain,ESP,1927,1
Spain,ESP,1928,1.200000047683716
Spain,ESP,1929,1.299999952316284
Spain,ESP,1930,1.399999976158142
Spain,ESP,1931,1.299999952316284
Spain,ESP,1932,1.399999976158142
Spain,ESP,1933,1.299999952316284
Spain,ESP,1934,1.200000047683716
Spain,ESP,1935,1.100000023841858
Spain,ESP,1940,1
Spain,ESP,1941,1.100000023841858
Spain,ESP,1942,1.100000023841858
Spain,ESP,1943,1.299999952316284
Spain,ESP,1944,1.299999952316284
Spain,ESP,1945,1.299999952316284
