Country;Subject Descriptor;Units;Scale;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Guinea;Gross domestic product per capita, current prices;U.S. dollars;Units;616.321;660.444;678.626;639.332;626.432;655.749;656.708;628.192;591.511;557.831;461.784;427.879;444.663;517.030;534.339;470.570;426.419;628.711;675.387;637.478;630.549;607.035;645.096;713.128;728.729;712.025;679.964;796.038;891.887;986.528;1,008.687;1,139.967;1,334.939;1,512.523
Guinea;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;1,076.073;1,080.720;1,076.687;1,092.646;1,102.248;1,129.454;1,163.217;1,214.326;1,248.534;1,292.509;1,332.376;1,388.526;1,458.275;1,479.651;1,525.975;1,587.701;1,639.414;1,749.203;1,808.556;1,744.614;1,792.460;1,882.725;1,979.791;2,040.558;2,099.431;2,146.325;2,342.607;2,566.020;2,718.324;2,970.821;3,189.645;3,580.528;3,890.884;4,178.052
Guinea;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.024;0.024;0.022;0.023;0.023;0.023;0.023;0.024;0.024;0.024;0.023;0.024;0.024;0.024;0.023;0.023;0.022;0.022;0.023;0.022;0.022;0.023;0.023;0.023;0.023;0.023;0.025;0.027;0.027;0.029;0.032;0.033;0.033;0.034
Guinea;Implied PPP conversion rate;National currency per current international dollar;Units;378.111;460.694;568.523;559.079;555.044;575.603;566.829;566.631;585.966;598.786;605.443;601.072;602.483;693.588;785.741;1,080.124;1,352.543;1,500.440;1,717.854;1,744.915;2,013.018;2,149.796;2,276.244;2,414.372;2,435.117;2,484.438;2,600.568;2,819.406;2,956.569;3,049.658;3,024.846;3,108.344;2,982.894;3,132.846
Guinea;Total investment;Percent of GDP;Units;18.881;16.088;15.252;15.594;15.088;15.376;15.126;15.252;13.778;14.318;15.183;12.249;10.663;15.655;15.035;12.732;11.969;8.527;11.967;6.285;5.462;9.089;14.720;11.583;6.386;7.255;24.955;11.974;19.674;17.311;17.195;17.834;17.365;15.651
Guinea;Gross national savings;Percent of GDP;Units;11.721;10.847;10.056;11.244;9.984;10.079;8.910;10.643;7.383;8.992;12.138;12.575;10.656;15.606;13.205;11.903;8.845;1.230;5.386;0.646;-0.935;-7.252;-4.984;-0.930;-8.007;-5.288;-5.700;5.229;1.177;1.805;0.958;21.973;12.482;7.442
Guinea;Inflation, average consumer prices;Index;Units;4.267;5.107;5.952;6.377;6.646;7.015;7.225;7.365;7.740;8.093;8.641;9.105;9.375;10.409;12.227;16.061;21.635;26.581;31.463;32.936;38.030;46.150;53.177;59.498;65.277;70.597;76.368;83.176;91.349;100.000;110.602;124.534;137.609;148.385
Guinea;Inflation, average consumer prices;Percent change;Units;25.694;19.682;16.559;7.135;4.220;5.554;2.986;1.937;5.103;4.554;6.766;5.377;2.960;11.036;17.463;31.358;34.702;22.861;18.367;4.682;15.466;21.351;15.227;11.887;9.712;8.151;8.174;8.914;9.826;9.471;10.602;12.597;10.499;7.831
Guinea;Inflation, end of period consumer prices;Index;Units;4.795;5.382;6.248;6.561;6.727;7.077;7.222;7.605;7.949;8.439;9.047;9.149;9.709;10.883;13.892;18.012;25.061;28.274;32.092;34.627;41.831;49.789;56.179;62.105;67.674;72.630;78.950;86.487;95.086;103.760;114.737;129.118;140.239;153.233
Guinea;Inflation, end of period consumer prices;Percent change;Units;27.331;12.233;16.100;4.996;2.543;5.200;2.053;5.291;4.529;6.161;7.207;1.130;6.118;12.094;27.644;29.663;39.132;12.822;13.504;7.899;20.803;19.026;12.833;10.548;8.968;7.324;8.701;9.546;9.942;9.122;10.579;12.535;8.613;9.265
Guinea;Volume of imports of goods and services;Percent change;Units;n/a;5.278;-4.473;7.695;-4.905;-0.309;-1.502;-9.486;17.660;-4.143;-2.786;-1.517;3.319;0.396;2.383;-1.622;12.651;14.147;7.984;-24.370;26.271;35.733;15.042;-17.425;14.112;1.381;107.034;-4.000;17.075;-5.008;82.129;-38.907;-6.315;16.091
Guinea;Volume of Imports of goods;Percent change;Units;--;2.891;11.700;4.390;-2.176;-3.900;-5.630;-8.177;14.273;-0.755;5.646;-2.742;0.826;0.212;12.293;0.270;18.452;17.958;0.164;-23.245;27.766;34.520;-2.076;-12.399;32.190;3.283;122.752;-5.671;19.378;-6.527;60.396;-27.692;-8.843;-18.873
Guinea;Volume of exports of goods and services;Percent change;Units;n/a;232.297;-2.332;12.191;2.531;-7.784;-24.465;10.171;5.706;0.654;0.970;7.936;4.202;0.987;-4.519;5.570;-0.930;3.512;4.165;11.229;-11.583;-10.064;2.417;-7.037;5.644;11.443;10.270;22.143;8.880;-6.545;3.474;24.058;-9.415;20.078
Guinea;Volume of exports of goods;Percent change;Units;0.000;245.354;-6.665;9.506;4.649;-2.260;-25.938;13.246;5.175;-0.125;9.459;6.583;4.949;1.518;-5.106;6.468;2.034;5.067;1.112;12.673;-10.134;-10.968;-0.773;-4.388;8.933;9.404;12.460;23.445;7.470;-6.365;5.213;24.629;-10.663;20.623
Guinea;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;Population;Persons;Millions;6.020;6.352;6.734;7.136;7.514;7.837;8.095;8.296;8.457;8.601;8.746;8.895;9.046;9.205;9.380;9.576;9.799;10.047;10.315;10.593;10.876;11.162;11.451;11.745;12.044;12.345;12.654;12.970;13.294;13.627;13.967;14.317;14.674;15.041
Guinea;General government revenue;National currency;Billions;366.480;412.483;531.998;477.949;461.415;592.167;521.869;722.646;790.359;686.952;719.800;868.210;876.914;952.672;1,027.373;1,631.470;2,397.750;2,620.290;3,351.789;3,662.490;4,257.690;6,824.180;22,330.925;8,543.918;10,498.122;9,973.752;12,325.460;14,341.908;15,964.910;18,166.180;18,969.626;21,456.588;23,519.672;27,570.213
Guinea;General government revenue;Percent of GDP;Units;14.962;13.043;12.906;10.964;10.037;11.622;9.778;12.659;12.774;10.320;10.202;11.694;11.034;10.085;9.135;9.934;11.035;9.937;10.459;11.357;10.849;15.106;43.273;14.765;17.050;15.151;15.989;15.284;14.942;14.715;14.077;13.466;13.810;14.004
Guinea;General government total expenditure;National currency;Billions;458.469;515.209;568.711;579.616;580.529;646.725;639.357;718.856;638.100;773.400;890.600;1,108.012;1,145.009;1,392.388;1,459.870;1,804.790;2,860.320;2,282.589;3,228.481;5,232.340;8,048.810;7,240.240;10,091.570;10,775.930;12,353.830;14,272.830;12,390.050;16,204.297;17,005.258;18,375.000;23,012.162;24,060.942;24,254.122;31,036.527
Guinea;General government total expenditure;Percent of GDP;Units;18.717;16.292;13.796;13.296;12.628;12.693;11.979;12.593;10.313;11.619;12.623;14.925;14.407;14.740;12.981;10.990;13.164;8.656;10.075;16.225;20.510;16.027;19.555;18.623;20.064;21.682;16.073;17.269;15.916;14.884;17.076;15.101;14.241;15.764
Guinea;General government net lending/borrowing;National currency;Billions;-91.989;-102.726;-36.713;-101.668;-119.114;-54.558;-117.488;3.789;152.259;-86.448;-170.800;-239.802;-268.095;-439.716;-432.497;-173.320;-462.570;337.702;123.309;-1,569.850;-3,791.120;-416.060;12,239.355;-2,232.012;-1,855.708;-4,299.078;-64.590;-1,862.389;-1,040.348;-208.820;-4,042.536;-2,604.354;-734.450;-3,466.313
Guinea;General government net lending/borrowing;Percent of GDP;Units;-3.755;-3.248;-0.891;-2.332;-2.591;-1.071;-2.201;0.066;2.461;-1.299;-2.421;-3.230;-3.373;-4.655;-3.846;-1.055;-2.129;1.281;0.385;-4.868;-9.661;-0.921;23.717;-3.857;-3.014;-6.531;-0.084;-1.985;-0.974;-0.169;-3.000;-1.635;-0.431;-1.761
Guinea;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;General government primary net lending/borrowing;National currency;Billions;-44.389;-49.526;12.187;-60.186;-66.684;-2.021;-65.468;71.245;216.359;-11.948;-81.000;-150.182;-162.825;-287.054;-207.567;155.840;73.880;750.807;673.567;-1,109.350;-3,244.280;247.570;12,912.925;-1,738.792;-1,259.788;-3,757.008;780.150;-1,008.019;-161.408;368.180;-3,138.890;-1,825.737;62.422;-2,579.476
Guinea;General government primary net lending/borrowing;Percent of GDP;Units;-1.812;-1.566;0.296;-1.381;-1.451;-0.040;-1.227;1.248;3.497;-0.179;-1.148;-2.023;-2.049;-3.039;-1.846;0.949;0.340;2.847;2.102;-3.440;-8.267;0.548;25.023;-3.005;-2.046;-5.707;1.012;-1.074;-0.151;0.298;-2.329;-1.146;0.037;-1.310
Guinea;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;General government gross debt;National currency;Billions;1,753.925;2,240.786;2,555.792;3,004.066;3,276.793;3,389.946;3,612.066;3,874.310;4,698.525;6,140.732;6,455.026;6,714.087;6,565.415;7,705.619;9,769.279;16,080.217;20,689.792;16,032.377;18,735.187;19,778.272;27,918.093;24,327.241;13,864.467;19,654.856;21,647.986;29,221.082;33,154.949;39,301.344;41,954.667;47,624.812;64,588.754;68,322.678;69,132.008;73,519.391
Guinea;General government gross debt;Percent of GDP;Units;71.605;70.857;62.001;68.912;71.280;66.534;67.677;67.868;75.938;92.251;91.492;90.436;82.610;81.572;86.866;97.915;95.222;60.800;58.463;61.332;71.141;53.850;26.867;33.967;35.158;44.389;43.009;41.884;39.267;38.576;47.929;42.880;40.591;37.343
Guinea;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;2,449.458;3,162.419;4,122.175;4,359.278;4,597.067;5,095.078;5,337.236;5,708.600;6,187.294;6,656.554;7,055.304;7,424.091;7,947.461;9,446.370;11,246.357;16,422.581;21,728.000;26,369.000;32,046.000;32,248.000;39,243.500;45,176.000;51,605.010;57,864.627;61,573.257;65,829.149;77,087.903;93,833.930;106,845.292;123,457.571;134,759.570;159,336.000;170,313.000;196,878.549
Guinea;Current account balance;U.S. dollars;Billions;-0.266;-0.220;-0.237;-0.198;-0.240;-0.272;-0.330;-0.240;-0.320;-0.256;-0.123;0.012;--;-0.002;-0.092;-0.037;-0.131;-0.461;-0.459;-0.381;-0.439;-1.107;-1.456;-1.048;-1.263;-1.102;-2.638;-0.696;-2.193;-2.084;-2.287;0.676;-0.956;-1.867
Guinea;Current account balance;Percent of GDP;Units;-7.160;-5.242;-5.196;-4.349;-5.105;-5.297;-6.216;-4.610;-6.395;-5.326;-3.045;0.326;-0.008;-0.049;-1.830;-0.830;-3.125;-7.298;-6.582;-5.640;-6.397;-16.344;-19.704;-12.513;-14.393;-12.543;-30.656;-6.745;-18.497;-15.505;-16.236;4.139;-4.883;-8.208
Guinea-Bissau;Gross domestic product, constant prices;National currency;Billions;341.589;366.542;377.887;386.488;397.939;413.919;429.427;455.166;353.001;412.358;416.895;436.847;452.809;451.515;456.806;486.771;499.751;512.544;535.734;548.849;579.614;626.476;615.746;635.794;641.927;681.303;717.457;751.816;780.095;815.200;827.428;878.728;919.150;966.946
Guinea-Bissau;Gross domestic product, constant prices;Percent change;Units;4.580;7.305;3.095;2.276;2.963;4.016;3.747;5.994;-22.446;16.815;1.100;4.786;3.654;-0.286;1.172;6.560;2.667;2.560;4.525;2.448;5.605;8.085;-1.713;3.256;0.965;6.134;5.307;4.789;3.761;4.500;1.500;6.200;4.600;5.200
Guinea-Bissau;Gross domestic product, current prices;National currency;Billions;148.581;217.420;218.464;182.619;200.291;384.622;376.030;407.464;348.682;356.715;277.937;302.195;323.807;321.040;307.000;337.327;331.626;360.489;424.890;418.640;465.162;545.270;535.784;548.072;560.538;681.303;737.838;853.553;863.238;870.943;875.167;954.522;1,071.315;1,216.058
Guinea-Bissau;Gross domestic product, current prices;U.S. dollars;Billions;0.548;0.772;0.846;0.653;0.361;0.778;0.741;0.704;0.592;0.580;0.392;0.413;0.466;0.553;0.582;0.640;0.635;0.753;0.953;0.889;0.941;1.157;1.050;1.110;1.136;1.153;1.245;1.469;1.555;1.487;1.523;1.722;1.721;2.005
Guinea-Bissau;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;1.053;1.168;1.232;1.290;1.356;1.440;1.521;1.640;1.287;1.524;1.576;1.688;1.777;1.807;1.878;2.063;2.184;2.300;2.451;2.526;2.700;2.979;2.982;3.132;3.217;3.446;3.664;3.908;3.956;4.118;4.201;4.686;5.250;5.722
Guinea-Bissau;Gross domestic product, deflator;Index;Units;43.497;59.316;57.812;47.251;50.332;92.922;87.565;89.520;98.776;86.506;66.668;69.176;71.511;71.103;67.206;69.299;66.358;70.333;79.310;76.276;80.254;87.038;87.014;86.203;87.321;100.000;102.841;113.532;110.658;106.838;105.770;108.625;116.555;125.763
Guinea-Bissau;Gross domestic product per capita, constant prices;National currency;Units;356,349.544;373,890.968;376,909.513;376,957.982;379,590.067;386,218.342;392,014.417;406,579.745;308,589.398;352,835.729;349,198.775;358,234.154;363,552.709;354,922.931;351,533.524;366,662.957;368,425.911;369,757.506;378,083.123;378,717.832;396,937.325;419,794.397;403,722.264;407,893.797;402,962.855;418,474.517;431,194.981;442,118.259;448,873.323;458,975.169;455,831.503;473,672.266;484,685.311;499,261.447
Guinea-Bissau;Gross domestic product per capita, constant prices;"Purchasing power parity; 2021 international dollar";Units;1,900.124;1,993.658;2,009.754;2,010.012;2,024.047;2,059.390;2,090.296;2,167.961;1,645.458;1,881.387;1,861.995;1,910.173;1,938.532;1,892.517;1,874.444;1,955.117;1,964.517;1,971.618;2,016.011;2,019.396;2,116.546;2,238.424;2,152.724;2,174.968;2,148.675;2,231.386;2,299.214;2,357.459;2,393.478;2,447.343;2,430.581;2,525.711;2,584.435;2,662.157
Guinea-Bissau;Gross domestic product per capita, current prices;National currency;Units;155,001.036;221,778.967;217,898.961;178,115.931;191,056.109;358,882.109;343,269.154;363,969.550;304,813.803;305,224.765;232,804.952;247,813.512;259,979.024;252,360.311;236,251.077;254,093.443;244,481.144;260,062.769;299,856.914;288,870.894;318,557.397;365,379.057;351,294.087;351,615.545;351,872.198;418,474.517;443,444.056;501,946.485;496,714.203;490,359.570;482,130.934;514,528.057;564,924.857;627,885.281
Guinea-Bissau;Gross domestic product per capita, current prices;U.S. dollars;Units;571.817;787.213;843.597;636.881;344.118;725.815;676.103;628.438;517.661;496.411;327.943;338.362;374.500;435.072;447.804;482.181;467.998;543.408;672.251;613.569;644.344;775.206;688.497;711.927;712.826;707.897;748.089;864.141;894.667;836.954;838.847;928.350;907.623;1,035.294
Guinea-Bissau;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;1,098.431;1,191.484;1,228.476;1,257.753;1,293.582;1,343.762;1,388.900;1,465.345;1,124.681;1,304.137;1,319.931;1,384.573;1,426.965;1,420.595;1,444.862;1,554.305;1,609.942;1,659.536;1,729.592;1,743.181;1,849.248;1,996.086;1,955.407;2,009.236;2,019.519;2,116.722;2,201.790;2,297.997;2,276.179;2,318.515;2,314.153;2,525.711;2,768.689;2,954.584
Guinea-Bissau;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
Guinea-Bissau;Implied PPP conversion rate;National currency per current international dollar;Units;141.111;186.137;177.373;141.614;147.695;267.073;247.152;248.385;271.022;234.043;176.377;178.982;182.190;177.644;163.511;163.477;151.857;156.708;173.369;165.715;172.263;183.048;179.653;175.000;174.236;197.699;201.402;218.428;218.223;211.497;208.340;203.716;204.041;212.512
Guinea-Bissau;Total investment;Percent of GDP;Units;75.373;58.122;74.769;60.138;100.603;40.375;39.272;53.928;30.609;21.945;20.061;18.882;23.596;27.648;20.962;18.253;20.079;24.273;17.339;18.365;19.494;15.846;19.354;19.230;20.140;14.975;18.131;18.121;19.167;16.159;17.540;18.322;18.071;17.224
Guinea-Bissau;Gross national savings;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;49.252;27.053;19.753;22.786;15.007;20.316;25.125;19.388;16.618;13.859;20.200;14.315;12.972;11.965;14.637;11.429;14.885;20.634;16.798;19.489;18.384;15.683;7.615;14.983;17.504;9.442;8.631
Guinea-Bissau;Inflation, average consumer prices;Index;Units;4.349;6.854;11.615;17.216;19.829;28.778;43.435;64.746;69.972;68.508;74.407;76.826;79.363;76.606;77.234;79.828;81.387;85.153;94.048;92.508;93.499;98.225;100.249;101.031;99.988;101.470;104.217;104.023;104.420;104.718;106.251;109.729;118.417;126.900
Guinea-Bissau;Inflation, average consumer prices;Percent change;Units;33.001;57.599;69.444;48.227;15.176;45.133;50.933;49.065;8.071;-2.092;8.610;3.252;3.302;-3.474;0.821;3.358;1.953;4.627;10.445;-1.637;1.071;5.055;2.061;0.779;-1.032;1.481;2.707;-0.186;0.381;0.286;1.463;3.274;7.917;7.164
Guinea-Bissau;Inflation, end of period consumer prices;Index;Units;4.813;7.706;14.387;18.803;22.428;33.568;55.585;64.889;70.038;64.490;75.250;73.829;75.689;76.239;78.440;78.675;81.190;88.736;96.438;90.308;95.458;98.750;100.349;100.255;100.161;102.606;103.500;103.000;105.470;105.370;106.950;113.200;123.900;127.700
Guinea-Bissau;Inflation, end of period consumer prices;Percent change;Units;32.138;60.099;86.697;30.700;19.277;49.669;65.590;16.738;7.936;-7.922;16.684;-1.888;2.519;0.727;2.887;0.301;3.197;9.293;8.680;-6.357;5.703;3.448;1.619;-0.094;-0.094;2.441;0.871;-0.483;2.398;-0.095;1.499;5.844;9.452;3.067
Guinea-Bissau;Volume of imports of goods and services;Percent change;Units;-12.700;0.540;21.402;-32.085;-4.787;-0.929;-7.850;29.650;-46.025;33.519;19.064;7.019;-20.189;-18.282;50.278;-9.135;16.633;9.440;12.583;-11.009;4.443;5.051;-5.255;-8.789;16.718;13.810;10.185;10.366;7.636;13.636;-5.708;-5.883;-2.678;3.850
Guinea-Bissau;Volume of Imports of goods;Percent change;Units;-6.000;0.540;21.402;-32.085;-4.787;-0.929;-7.850;29.650;-47.357;35.976;19.536;6.505;-21.232;-18.597;51.741;-8.698;16.936;6.925;12.740;-12.014;3.898;5.895;-2.707;-9.569;15.020;13.412;8.748;3.483;1.582;17.789;-3.068;-7.808;-1.422;2.954
Guinea-Bissau;Volume of exports of goods and services;Percent change;Units;32.800;5.903;-70.657;164.628;134.584;-31.699;-12.906;115.636;-19.790;63.178;21.655;10.315;-11.709;-2.191;11.110;14.451;-12.394;17.776;0.981;19.392;-7.451;40.971;-13.336;5.143;8.027;6.699;0.806;6.392;35.527;13.527;-13.785;25.480;-19.104;16.831
Guinea-Bissau;Volume of exports of goods;Percent change;Units;40.900;5.903;-70.657;164.628;134.584;-31.699;-12.906;115.636;-19.589;64.977;21.433;10.577;-11.488;-4.657;8.780;18.526;-13.292;13.435;0.245;20.129;-10.080;44.895;-12.371;4.253;6.797;7.603;-2.371;7.807;34.116;9.901;-5.487;21.442;-21.321;11.610
Guinea-Bissau;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;Population;Persons;Millions;0.959;0.980;1.003;1.025;1.048;1.072;1.095;1.119;1.144;1.169;1.194;1.219;1.246;1.272;1.299;1.328;1.356;1.386;1.417;1.449;1.460;1.492;1.525;1.559;1.593;1.628;1.664;1.700;1.738;1.776;1.815;1.855;1.896;1.937
Guinea-Bissau;General government revenue;National currency;Billions;n/a;23.465;21.614;23.309;25.849;40.718;46.643;41.486;9.638;28.801;57.571;52.125;33.518;36.614;52.353;51.295;50.517;53.767;89.311;97.487;85.234;87.023;58.138;58.879;115.041;124.963;111.964;143.290;127.001;130.078;134.747;182.527;163.044;167.078
Guinea-Bissau;General government revenue;Percent of GDP;Units;n/a;10.793;9.894;12.764;12.906;10.586;12.404;10.182;2.764;8.074;20.714;17.249;10.351;11.405;17.053;15.206;15.233;14.915;21.020;23.287;18.324;15.960;10.851;10.743;20.523;18.342;15.175;16.788;14.712;14.935;15.397;19.122;15.219;13.739
Guinea-Bissau;General government total expenditure;National currency;Billions;n/a;19.972;22.166;23.925;36.948;31.296;33.565;51.900;30.400;43.300;65.355;57.642;45.510;54.681;70.526;68.028;65.687;85.398;92.433;86.270;86.281;94.405;69.512;68.047;128.694;146.502;151.372;154.563;168.127;163.709;219.092;238.668;227.928;266.213
Guinea-Bissau;General government total expenditure;Percent of GDP;Units;n/a;9.186;10.146;13.101;18.447;8.137;8.926;12.737;8.719;12.139;23.514;19.075;14.055;17.032;22.973;20.167;19.807;23.689;21.755;20.607;18.549;17.313;12.974;12.416;22.959;21.503;20.516;18.108;19.476;18.797;25.034;25.004;21.275;21.891
Guinea-Bissau;General government net lending/borrowing;National currency;Billions;n/a;3.493;-0.551;-0.617;-11.099;9.422;13.079;-10.414;-20.762;-14.499;-7.785;-5.517;-11.993;-18.067;-18.173;-16.732;-15.170;-31.631;-3.122;11.217;-1.047;-7.381;-11.374;-9.168;-13.654;-21.539;-39.408;-11.272;-41.126;-33.631;-84.345;-56.141;-64.883;-99.134
Guinea-Bissau;General government net lending/borrowing;Percent of GDP;Units;n/a;1.607;-0.252;-0.338;-5.541;2.450;3.478;-2.556;-5.954;-4.065;-2.801;-1.826;-3.704;-5.628;-5.920;-4.960;-4.574;-8.774;-0.735;2.679;-0.225;-1.354;-2.123;-1.673;-2.436;-3.161;-5.341;-1.321;-4.764;-3.861;-9.638;-5.882;-6.056;-8.152
Guinea-Bissau;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;General government primary net lending/borrowing;National currency;Billions;n/a;6.099;1.770;2.915;-5.388;16.265;20.348;-1.814;-12.462;-5.699;1.015;6.709;-5.141;-11.219;-10.049;-10.302;-12.114;-25.488;4.195;16.070;-0.367;-6.742;-11.242;-8.792;-10.965;-16.939;-34.341;-7.216;-35.724;-24.396;-71.107;-40.811;-50.331;-67.195
Guinea-Bissau;General government primary net lending/borrowing;Percent of GDP;Units;n/a;2.805;0.810;1.596;-2.690;4.229;5.411;-0.445;-3.574;-1.598;0.365;2.220;-1.588;-3.495;-3.273;-3.054;-3.653;-7.070;0.987;3.839;-0.079;-1.236;-2.098;-1.604;-1.956;-2.486;-4.654;-0.845;-4.138;-2.801;-8.125;-4.276;-4.698;-5.526
Guinea-Bissau;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;General government gross debt;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;384.371;380.422;392.019;603.508;617.813;639.426;588.737;620.016;686.972;631.438;591.095;632.300;620.668;287.126;248.748;253.899;272.091;336.966;383.894;436.027;441.997;509.899;567.232;679.060;752.136;864.445;965.428
Guinea-Bissau;General government gross debt;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;94.333;109.103;109.897;217.139;204.442;197.471;183.384;201.959;203.651;190.407;163.970;148.815;148.258;61.726;45.619;47.388;49.645;60.115;56.347;59.095;51.783;59.068;65.129;77.592;78.797;80.690;79.390
Guinea-Bissau;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;148.581;217.420;218.464;182.619;200.291;384.622;376.030;407.464;348.682;356.715;277.937;302.195;323.807;321.040;307.000;337.327;331.626;360.489;424.890;418.640;465.162;545.270;535.784;548.072;560.538;681.303;737.838;853.553;863.238;870.943;875.167;954.522;1,071.315;1,216.058
Guinea-Bissau;Current account balance;U.S. dollars;Billions;-0.045;-0.075;-0.097;-0.062;-0.046;-0.035;-0.044;-0.033;-0.021;-0.013;0.011;-0.016;-0.015;-0.014;-0.009;-0.010;-0.039;-0.031;-0.029;-0.048;-0.071;-0.014;-0.083;-0.048;0.006;0.021;0.017;0.004;-0.054;-0.127;-0.039;-0.014;-0.149;-0.172
Guinea-Bissau;Current account balance;Percent of GDP;Units;-8.263;-9.770;-11.467;-9.492;-12.734;-4.523;-6.004;-4.676;-3.556;-2.192;2.725;-3.875;-3.280;-2.523;-1.574;-1.635;-6.220;-4.072;-3.024;-5.393;-7.529;-1.208;-7.925;-4.345;0.494;1.824;1.358;0.263;-3.484;-8.544;-2.558;-0.819;-8.628;-8.593
Guyana;Gross domestic product, constant prices;National currency;Billions;367.126;389.249;419.446;453.847;492.341;517.229;558.377;592.910;582.789;600.189;592.114;605.498;612.458;608.465;617.995;605.993;637.061;681.785;695.262;718.335;749.732;790.496;830.327;860.661;875.176;881.192;914.743;948.904;991.044;1,044.093;1,498.061;1,798.573;2,937.690;3,929.715
Guyana;Gross domestic product, constant prices;Percent change;Units;-3.010;6.026;7.758;8.201;8.482;5.055;7.956;6.185;-1.707;2.986;-1.345;2.260;1.149;-0.652;1.566;-1.942;5.127;7.020;1.977;3.319;4.371;5.437;5.039;3.653;1.686;0.687;3.807;3.734;4.441;5.353;43.480;20.060;63.334;33.769
Guyana;Gross domestic product, current prices;National currency;Billions;34.523;84.991;102.781;127.104;162.664;189.151;209.920;225.940;225.843;264.851;273.054;281.708;296.540;308.670;328.503;342.157;380.061;449.982;507.163;529.553;588.404;679.072;830.326;856.042;852.153;883.787;925.677;980.498;994.472;1,078.729;1,140.757;1,676.624;3,068.784;3,527.508
Guyana;Gross domestic product, current prices;U.S. dollars;Billions;0.685;0.744;0.823;1.003;1.176;1.332;1.495;1.587;1.500;1.488;1.497;1.504;1.555;1.592;1.657;1.712;1.899;2.225;2.491;2.596;2.889;3.328;4.063;4.168;4.128;4.280;4.483;4.748;4.788;5.174;5.471;8.041;14.718;16.919
Guyana;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;2.159;2.366;2.608;2.889;3.201;3.433;3.774;4.076;4.052;4.232;4.270;4.464;4.586;4.646;4.846;4.900;5.311;5.837;6.067;6.307;6.663;7.170;7.672;8.087;8.367;8.503;8.910;9.409;9.849;10.694;13.581;18.647;32.628;45.217
Guyana;Gross domestic product, deflator;Index;Units;9.403;21.835;24.504;28.006;33.039;36.570;37.595;38.107;38.752;44.128;46.115;46.525;48.418;50.729;53.156;56.462;59.658;66.001;72.946;73.719;78.482;85.905;100.000;99.463;97.369;100.295;101.195;103.330;100.346;103.317;76.149;93.220;104.462;89.765
