Entity,Code,Year,age-standardized_death_rate_per_100k_male,age-standardized_death_rate_per_100k_female
Fiji,FJI,2009,6.09,5.22
Fiji,FJI,2011,10.48,5.67
Fiji,FJI,2012,6.86,3.77
Finland,FIN,1952,42.72,5.38
Finland,FIN,1953,52.34,4.07
Finland,FIN,1954,47.46,4.58
Finland,FIN,1955,52.02,5.11
Finland,FIN,1956,48.41,3.76
Finland,FIN,1957,56.52,5
Finland,FIN,1958,60.61,4.59
Finland,FIN,1959,61.34,4.8
Finland,FIN,1960,62.76,3.13
Finland,FIN,1961,63.47,4.27
Finland,FIN,1962,66.3,4.04
Finland,FIN,1963,66.4,4.73
Finland,FIN,1964,66.73,4.45
Finland,FIN,1965,68.3,4.33
Finland,FIN,1966,67.46,4.43
Finland,FIN,1967,69.11,4.61
Finland,FIN,1968,73.67,4.66
Finland,FIN,1969,76.18,4.57
Finland,FIN,1970,74.21,4.41
Finland,FIN,1971,77.52,5.04
Finland,FIN,1972,71.43,5.36
Finland,FIN,1973,72.94,4.04
Finland,FIN,1974,71.8,4.77
Finland,FIN,1975,67.28,4.93
Finland,FIN,1976,76.47,5.91
Finland,FIN,1977,73.71,6.11
Finland,FIN,1978,74.21,5.84
Finland,FIN,1979,75.52,5.98
Finland,FIN,1980,74.24,7.02
Finland,FIN,1981,73.64,6.48
Finland,FIN,1982,65.96,6.37
Finland,FIN,1983,69.66,6.09
Finland,FIN,1984,65.69,7.01
Finland,FIN,1985,65.98,7.66
Finland,FIN,1986,60.68,6.98
Finland,FIN,1987,60.64,7.31
Finland,FIN,1988,57.78,7.18
Finland,FIN,1989,53.87,7.37
Finland,FIN,1990,55.38,7.69
Finland,FIN,1991,50.33,7.63
Finland,FIN,1992,53.9,8.34
Finland,FIN,1993,50.8,7.53
Finland,FIN,1994,47.07,7.85
Finland,FIN,1995,47.79,7.95
Finland,FIN,1996,45.89,8.03
Finland,FIN,1997,43.82,8.13
Finland,FIN,1998,43.27,9.26
Finland,FIN,1999,40.05,8.09
Finland,FIN,2000,39.11,8.79
Finland,FIN,2001,38.73,9.29
Finland,FIN,2002,37,9.12
Finland,FIN,2003,36.5,9.79
Finland,FIN,2004,34.76,9.09
Finland,FIN,2005,34.85,9.68
Finland,FIN,2006,34.88,9.52
Finland,FIN,2007,33.94,10.28
Finland,FIN,2008,31.25,10.62
Finland,FIN,2009,31.43,10.17
Finland,FIN,2010,32.92,10.96
Finland,FIN,2011,29.88,10.93
Finland,FIN,2012,28.92,11.52
Finland,FIN,2013,29.27,11.35
Finland,FIN,2014,26.24,11.75
Finland,FIN,2015,26.89,11.45
Finland,FIN,2016,26.68,11.5
Finland,FIN,2017,26.13,11.02
Finland,FIN,2018,24.83,11.27
Finland,FIN,2019,24.79,11.11
France,FRA,1950,11.43,3.36
France,FRA,1951,11.33,3.33
France,FRA,1952,14.52,3.65
France,FRA,1953,15.51,3.61
France,FRA,1954,17.21,3.73
France,FRA,1955,17.79,3.71
France,FRA,1956,18.71,3.72
France,FRA,1957,21.12,3.89
France,FRA,1958,21.12,3.75
France,FRA,1959,22.35,3.83
France,FRA,1960,23.7,3.77
France,FRA,1961,25.05,3.83
France,FRA,1962,26.05,3.99
France,FRA,1963,27.88,4.29
France,FRA,1964,28.76,4.19
France,FRA,1965,30.16,4.15
France,FRA,1966,31.64,4.26
France,FRA,1967,32.11,4.46
France,FRA,1968,32.99,4.02
France,FRA,1969,33.29,3.85
France,FRA,1970,32.94,3.72
France,FRA,1971,34.74,3.84
France,FRA,1972,36.98,3.91
France,FRA,1973,37.67,3.93
France,FRA,1974,39.52,4.02
France,FRA,1975,39.92,3.98
France,FRA,1976,42.55,4.01
France,FRA,1977,43.59,4.08
France,FRA,1978,45.89,4.27
France,FRA,1979,46.25,4.13
France,FRA,1980,46.81,4.26
France,FRA,1981,47.63,4.45
France,FRA,1982,48.04,4.51
France,FRA,1983,48.26,4.74
France,FRA,1984,49.47,4.64
France,FRA,1985,50.01,4.87
France,FRA,1986,51.98,5.07
France,FRA,1987,51.7,5.53
France,FRA,1988,52.37,5.59
France,FRA,1989,52.67,5.73
France,FRA,1990,51.93,5.69
France,FRA,1991,52.68,5.99
France,FRA,1992,52.79,6.03
France,FRA,1993,52.94,6.33
France,FRA,1994,51.65,6.55
France,FRA,1995,52.11,7.01
France,FRA,1996,51.81,7.26
France,FRA,1997,51.24,7.22
France,FRA,1998,52.55,8.12
France,FRA,1999,51.82,8.4
France,FRA,2000,50.46,8.19
France,FRA,2001,49.72,8.49
France,FRA,2002,49.26,9.24
France,FRA,2003,48.44,9.89
France,FRA,2004,48.44,10.14
France,FRA,2005,48.66,10.81
France,FRA,2006,47.76,11.25
France,FRA,2007,47.14,11.29
France,FRA,2008,45.92,11.84
France,FRA,2009,45.8,12.33
France,FRA,2010,44.47,12.36
France,FRA,2011,44.02,12.56
France,FRA,2012,42.69,13.37
France,FRA,2013,41.77,12.78
France,FRA,2014,41.41,13.96
France,FRA,2015,40.95,13.91
France,FRA,2016,39.31,13.8
French Guiana,GUF,1968,5.8,0
French Guiana,GUF,1969,12.33,0
French Guiana,GUF,1970,14.92,0
French Guiana,GUF,1971,20.77,0
French Guiana,GUF,1972,6.31,0
French Guiana,GUF,1973,10.68,5.73
French Guiana,GUF,1974,11.29,5.87
French Guiana,GUF,1975,10.46,0
French Guiana,GUF,1976,36.1,0
French Guiana,GUF,1977,8.47,5.63
French Guiana,GUF,1978,17.31,0
French Guiana,GUF,1979,0,0
French Guiana,GUF,2001,24.7,10
French Guiana,GUF,2002,17.52,7.78
French Guiana,GUF,2003,23.66,2.15
French Guiana,GUF,2004,21.66,12.27
French Guiana,GUF,2005,15.53,1.67
French Guiana,GUF,2006,12.23,3.17
French Guiana,GUF,2007,17.27,7.16
French Guiana,GUF,2008,14.71,2.65
French Guiana,GUF,2009,8.15,6.15
French Guiana,GUF,2010,15.99,9.85
French Guiana,GUF,2011,7.95,5.57
French Guiana,GUF,2012,30.39,8.66
French Guiana,GUF,2013,13.34,3.6
French Guiana,GUF,2014,20.2,6.24
French Guiana,GUF,2015,31.76,8.91
French Guiana,GUF,2016,17.74,5.47
Georgia,GEO,1981,29.86,5.84
Georgia,GEO,1982,29.38,5.79
Georgia,GEO,1985,33.08,5.51
Georgia,GEO,1986,32.93,5.02
Georgia,GEO,1987,32.66,5.35
Georgia,GEO,1988,33.93,5.25
Georgia,GEO,1989,33.24,4.07
Georgia,GEO,1990,31.7,4.68
Georgia,GEO,1991,31.85,5.03
Georgia,GEO,1992,25.6,4.23
Georgia,GEO,1994,20.99,2.66
Georgia,GEO,1995,18.19,3.43
Georgia,GEO,1996,19.74,3.28
Georgia,GEO,1997,22.58,4.26
Georgia,GEO,1998,24.9,4.13
Georgia,GEO,1999,25.07,3.98
Georgia,GEO,2000,26.06,5.12
Georgia,GEO,2001,26.72,4.8
Georgia,GEO,2004,28.85,5.99
Georgia,GEO,2005,19.48,4.44
Georgia,GEO,2006,17.66,2.95
Georgia,GEO,2007,15.93,2.23
Georgia,GEO,2009,24.49,3.66
Georgia,GEO,2010,11.93,1.81
Georgia,GEO,2011,23.05,3.04
Georgia,GEO,2012,25.99,2.96
Georgia,GEO,2013,25.62,2.25
Georgia,GEO,2014,33.35,3.97
Georgia,GEO,2015,35.98,4.28
Georgia,GEO,2016,38.97,3.68
Georgia,GEO,2017,37.34,4.04
Georgia,GEO,2018,39.3,4.99
Georgia,GEO,2019,37.76,4.18
Georgia,GEO,2020,37.7,5.64
Germany,DEU,1990,54.59,8.8
Germany,DEU,1991,54.58,9.32
Germany,DEU,1992,53.84,9.45
Germany,DEU,1993,54,9.89
Germany,DEU,1994,52.29,10.25
Germany,DEU,1995,52.66,10.33
Germany,DEU,1996,50.56,10.52
Germany,DEU,1997,49.7,11.02
Germany,DEU,1998,49.05,11.47
Germany,DEU,1999,47.26,11.51
Germany,DEU,2000,47.56,12.05
Germany,DEU,2001,45.36,12.12
Germany,DEU,2002,44.6,12.55
Germany,DEU,2003,43.51,12.71
Germany,DEU,2004,42.51,13.09
Germany,DEU,2005,41.63,13.75
Germany,DEU,2006,40.78,13.83
Germany,DEU,2007,40.05,14.21
Germany,DEU,2008,39.71,14.71
Germany,DEU,2009,38.42,14.76
Germany,DEU,2010,37.8,15.15
Germany,DEU,2011,37.36,15.79
Germany,DEU,2012,36.7,16.05
Germany,DEU,2013,37,16.46
Germany,DEU,2014,36.03,16.51
Germany,DEU,2015,35.13,16.77
Germany,DEU,2016,34.45,17.09
Germany,DEU,2017,33.11,16.76
Germany,DEU,2018,32.3,16.63
Germany,DEU,2019,30.99,16.77
Germany,DEU,2020,30.49,16.57
Greece,GRC,1961,26.48,5.25
Greece,GRC,1962,30.78,5.11
Greece,GRC,1963,31.05,6.5
Greece,GRC,1964,32.15,5.55
Greece,GRC,1965,34.21,6.94
Greece,GRC,1966,34.22,6.84
Greece,GRC,1967,36.66,6.82
Greece,GRC,1968,36.97,6.28
Greece,GRC,1969,38.17,6.79
Greece,GRC,1970,34.84,6.78
Greece,GRC,1971,36.63,5.73
Greece,GRC,1972,38.12,6.5
Greece,GRC,1973,43.37,6.94
Greece,GRC,1974,45.82,6.78
Greece,GRC,1975,43.46,7.49
Greece,GRC,1976,47.25,6.86
Greece,GRC,1977,48.34,7.86
Greece,GRC,1978,50.36,7.89
Greece,GRC,1979,51.15,7.67
Greece,GRC,1980,48.15,6.9
Greece,GRC,1981,50,6.74
Greece,GRC,1982,51.18,7.19
Greece,GRC,1983,52.59,6.99
Greece,GRC,1984,52.62,7.06
Greece,GRC,1985,54.92,7.98
Greece,GRC,1986,54.37,7.18
Greece,GRC,1987,54.21,7.29
Greece,GRC,1988,54.52,7.86
Greece,GRC,1989,56.59,7.58
Greece,GRC,1990,55.61,8.4
Greece,GRC,1991,56.38,8.03
Greece,GRC,1992,54.91,7.89
Greece,GRC,1993,56.74,7.78
Greece,GRC,1994,56.89,7.97
Greece,GRC,1995,55.53,8.16
Greece,GRC,1996,56.24,8.15
Greece,GRC,1997,55.32,8.03
Greece,GRC,1998,54.77,8.5
Greece,GRC,1999,55.3,7.87
Greece,GRC,2000,55.29,8.54
Greece,GRC,2001,54.94,8.31
Greece,GRC,2002,52.95,8.47
Greece,GRC,2003,53.58,8.63
Greece,GRC,2004,54.52,8.38
Greece,GRC,2005,53.54,8.27
Greece,GRC,2006,52.78,8.36
Greece,GRC,2007,52.63,8.71
Greece,GRC,2008,52.85,9.4
Greece,GRC,2009,52.1,9.27
Greece,GRC,2010,50.32,9.81
Greece,GRC,2011,50.69,9.87
Greece,GRC,2012,52.46,10.42
Greece,GRC,2013,53.99,11.18
Greece,GRC,2014,54.3,10.98
Greece,GRC,2015,53.12,11.46
Greece,GRC,2016,51.43,11.74
Greece,GRC,2017,51.37,11.08
Greece,GRC,2018,49.37,11.8
Greece,GRC,2019,48.49,11.98
Grenada,GRD,1985,6.41,4.31
Grenada,GRD,1988,0,0
Grenada,GRD,1989,10.21,6.38
Grenada,GRD,1990,17.98,3.62
Grenada,GRD,1991,0,1.89
Grenada,GRD,1992,14.52,9.63
Grenada,GRD,1993,16.53,0
Grenada,GRD,1994,25.85,5.47
Grenada,GRD,1995,16.28,3.47
Grenada,GRD,1996,10.63,5.96
Grenada,GRD,2001,2.65,1.6
Grenada,GRD,2002,13.34,2.8
Grenada,GRD,2003,16.29,5.87
Grenada,GRD,2004,15.24,2
Grenada,GRD,2005,15.46,0
Grenada,GRD,2006,27.95,5.85
Grenada,GRD,2007,16.96,4.39
Grenada,GRD,2008,16.04,2.93
Grenada,GRD,2009,10.83,3.13
Grenada,GRD,2010,11.65,2.73
Grenada,GRD,2011,13.3,4.07
Grenada,GRD,2012,9.75,13.86
Grenada,GRD,2013,11.75,2.09
Grenada,GRD,2014,26.13,5.82
Grenada,GRD,2015,10.2,2.77
Grenada,GRD,2016,25.35,13.17
Grenada,GRD,2017,13.29,4.37
Grenada,GRD,2018,11.22,7.17
Guadeloupe,GLP,1974,7.96,0.75
Guadeloupe,GLP,1981,12.13,2.54
Guadeloupe,GLP,2000,19.47,4.45
Guadeloupe,GLP,2001,17.56,5.86
Guadeloupe,GLP,2002,19.15,5.61
Guadeloupe,GLP,2003,15.38,3.75
Guadeloupe,GLP,2004,14.33,3.52
Guadeloupe,GLP,2005,19.39,4.94
Guadeloupe,GLP,2006,14.75,5.14
Guadeloupe,GLP,2007,16.82,6.96
Guadeloupe,GLP,2008,15.95,6.37
Guadeloupe,GLP,2009,12.66,4.98
Guadeloupe,GLP,2010,16.3,5.45
Guadeloupe,GLP,2011,11.69,5.19
Guadeloupe,GLP,2012,11.58,4.41
Guadeloupe,GLP,2013,9.99,4.75
Guadeloupe,GLP,2014,14.12,3.24
Guadeloupe,GLP,2015,12.97,5.58
Guadeloupe,GLP,2016,12.94,6.22
Guatemala,GTM,1963,1.94,1.48
Guatemala,GTM,1964,4.21,1.49
Guatemala,GTM,1965,2.81,1.93
Guatemala,GTM,1966,1.91,1.2
Guatemala,GTM,1967,2.06,1.6
Guatemala,GTM,1968,2.69,1.58
Guatemala,GTM,1969,3.19,0.6
Guatemala,GTM,1970,1.47,0.67
Guatemala,GTM,1971,1.71,1.58
Guatemala,GTM,1974,2.94,1.77
Guatemala,GTM,1975,2.49,1.92
Guatemala,GTM,1976,2.49,1.78
Guatemala,GTM,1977,2.68,1.47
Guatemala,GTM,1978,1.96,1.61
Guatemala,GTM,1979,0.48,0
Guatemala,GTM,1980,3.03,1.29
Guatemala,GTM,1981,3.06,1.08
Guatemala,GTM,1984,0.88,2.5
Guatemala,GTM,1986,3.28,2.49
Guatemala,GTM,1987,3.62,2.93
Guatemala,GTM,1988,3.47,2.45
Guatemala,GTM,1989,4.2,3.03
Guatemala,GTM,1990,4.52,2.72
Guatemala,GTM,1991,5.02,2.55
Guatemala,GTM,1992,4.08,3.06
Guatemala,GTM,1993,3.62,3.48
Guatemala,GTM,1994,6.02,4.24
Guatemala,GTM,1995,4.67,4.12
Guatemala,GTM,1996,3.89,2.79
Guatemala,GTM,1997,7.21,4.19
Guatemala,GTM,1998,5.9,3.56
Guatemala,GTM,1999,6.73,4.59
Guatemala,GTM,2000,7.23,4.16
Guatemala,GTM,2001,6.61,4.58
Guatemala,GTM,2002,6.67,4.42
Guatemala,GTM,2003,7.3,4.67
Guatemala,GTM,2004,7.09,4.84
Guatemala,GTM,2005,7.68,4.69
Guatemala,GTM,2006,6.38,4.12
Guatemala,GTM,2007,7.13,4.33
Guatemala,GTM,2008,6.91,4.21
Guatemala,GTM,2009,5.88,4.11
Guatemala,GTM,2010,6.11,3.69
Guatemala,GTM,2011,4.33,3.62
Guatemala,GTM,2012,5.37,2.81
Guatemala,GTM,2013,4.92,3.07
Guatemala,GTM,2014,4.75,3.31
Guatemala,GTM,2015,4.57,2.84
Guatemala,GTM,2016,4.72,3.52
Guatemala,GTM,2017,4.28,3.2
Guatemala,GTM,2018,4.84,3.18
Guatemala,GTM,2019,4.79,3.37
Guatemala,GTM,2020,4.49,3.45
Guyana,GUY,1977,2.94,2.47
Guyana,GUY,1984,6.77,1.23
Guyana,GUY,1988,9.81,1.77
Guyana,GUY,1989,6.63,2.87
Guyana,GUY,1990,8.06,2.23
Guyana,GUY,1991,9.55,2.54
Guyana,GUY,1992,4.56,2.36
Guyana,GUY,1993,10.09,2.61
Guyana,GUY,1994,5.19,4.15
Guyana,GUY,1995,6.21,6.12
Guyana,GUY,1996,6.51,3.35
Guyana,GUY,1997,7.57,2.81
Guyana,GUY,1998,6.66,3.94
Guyana,GUY,1999,10.57,1.99
Guyana,GUY,2001,12.06,4.95
Guyana,GUY,2002,4.28,2.81
Guyana,GUY,2003,7.46,2.66
Guyana,GUY,2004,5.05,1.65
Guyana,GUY,2005,11.01,1.55
Guyana,GUY,2006,6.98,4.55
Guyana,GUY,2007,4.18,2.23
Guyana,GUY,2008,4.97,2.05
Guyana,GUY,2009,6.45,2.35
Guyana,GUY,2010,8.51,5.26
Guyana,GUY,2011,6.01,3.14
Guyana,GUY,2012,2.08,1.53
Guyana,GUY,2013,9.18,3.73
Guyana,GUY,2014,6.04,2.94
Hong Kong,HKG,1955,15.26,5.14
Hong Kong,HKG,1956,17.45,6.21
Hong Kong,HKG,1957,17.86,8
Hong Kong,HKG,1958,16.24,7.4
Hong Kong,HKG,1959,22.07,8.46
Hong Kong,HKG,1960,20.42,12.86
Hong Kong,HKG,1961,24.25,11.15
Hong Kong,HKG,1962,25.43,12.73
Hong Kong,HKG,1963,27.61,14.16
Hong Kong,HKG,1964,31.07,15.41
Hong Kong,HKG,1965,34.65,17.13
Hong Kong,HKG,1966,34.53,19.17
Hong Kong,HKG,1967,36.33,20.33
Hong Kong,HKG,1968,37.1,19.55
Hong Kong,HKG,1969,44.88,21.73
Hong Kong,HKG,1970,42.21,20.67
Hong Kong,HKG,1971,44.06,23.59
Hong Kong,HKG,1972,45.19,22.55
Hong Kong,HKG,1973,47.99,23.17
Hong Kong,HKG,1974,48.44,22.42
Hong Kong,HKG,1975,51.01,25.58
Hong Kong,HKG,1976,54.62,27.72
Hong Kong,HKG,1977,59.68,26.44
Hong Kong,HKG,1978,60.41,26.81
Hong Kong,HKG,1979,60.8,27.14
Hong Kong,HKG,1980,67.15,25.42
Hong Kong,HKG,1981,59.59,26.34
Hong Kong,HKG,1982,60.7,28.25
Hong Kong,HKG,1983,61.83,24.39
Hong Kong,HKG,1984,61.63,27.4
Hong Kong,HKG,1985,61.14,27.44
Hong Kong,HKG,1986,64.59,28.53
Hong Kong,HKG,1987,65.12,28.63
Hong Kong,HKG,1988,58.81,27.61
Hong Kong,HKG,1989,64.51,26.84
Hong Kong,HKG,1990,67.1,27.46
Hong Kong,HKG,1991,62.57,27.3
Hong Kong,HKG,1992,63.79,28.68
Hong Kong,HKG,1993,63.72,27.81
Hong Kong,HKG,1994,61.82,24.75
Hong Kong,HKG,1995,60.1,23.84
Hong Kong,HKG,1996,57.84,23.15
Hong Kong,HKG,1997,56.84,22.52
Hong Kong,HKG,1998,57.33,23.54
Hong Kong,HKG,1999,58.26,22.63
Hong Kong,HKG,2000,60.22,22.42
Hong Kong,HKG,2001,55.45,22.04
Hong Kong,HKG,2002,54.88,21.86
Hong Kong,HKG,2003,54.91,20.51
Hong Kong,HKG,2004,54.38,20.84
Hong Kong,HKG,2005,55.2,20.82
Hong Kong,HKG,2006,50.88,19.66
Hong Kong,HKG,2007,51.5,18.41
Hong Kong,HKG,2008,45.72,19.05
Hong Kong,HKG,2009,47.01,18.75
Hong Kong,HKG,2010,45.51,18.25
Hong Kong,HKG,2011,44.93,18.29
Hong Kong,HKG,2012,44.39,18.42
Hong Kong,HKG,2013,41.1,18.42
Hong Kong,HKG,2014,40.61,17.66
Hong Kong,HKG,2015,40.54,18.48
Hong Kong,HKG,2016,38.16,15.21
Hong Kong,HKG,2017,37.59,15.53
Hungary,HUN,1955,22.21,5.83
Hungary,HUN,1956,23.94,5.93
Hungary,HUN,1957,25.26,6.3
Hungary,HUN,1958,25.9,6.7
Hungary,HUN,1959,29.71,6.91
Hungary,HUN,1960,29.47,7.09
Hungary,HUN,1961,32.68,7.43
Hungary,HUN,1962,32.47,8.16
Hungary,HUN,1963,35.09,8.07
Hungary,HUN,1964,35.48,8.53
Hungary,HUN,1965,39.36,8.13
Hungary,HUN,1966,41.22,8.51
Hungary,HUN,1967,42.86,7.97
Hungary,HUN,1968,43.9,8.58
Hungary,HUN,1969,45.08,8.04
Hungary,HUN,1970,44.23,8.54
Hungary,HUN,1971,47.87,8.94
Hungary,HUN,1972,47.32,8.83
Hungary,HUN,1973,48.59,9.87
Hungary,HUN,1974,53.5,9.96
Hungary,HUN,1975,52.88,9.2
Hungary,HUN,1976,55.05,10.09
Hungary,HUN,1977,57.12,9.71
Hungary,HUN,1978,62.31,11.12
Hungary,HUN,1979,64.52,10.56
Hungary,HUN,1980,64.56,11.59
Hungary,HUN,1981,68.45,11.25
Hungary,HUN,1982,70.84,12.24
Hungary,HUN,1983,72.38,12.81
Hungary,HUN,1984,75.19,12.79
Hungary,HUN,1985,74.46,12.97
Hungary,HUN,1986,80.49,13.9
Hungary,HUN,1987,82.85,15.12
Hungary,HUN,1988,80.84,15.21
Hungary,HUN,1989,81.54,16.19
Hungary,HUN,1990,87.12,17.45
Hungary,HUN,1991,87.84,17.73
Hungary,HUN,1992,90.92,18.68
Hungary,HUN,1993,91.3,20.02
Hungary,HUN,1994,92.35,19.38
Hungary,HUN,1995,90.76,20.72
Hungary,HUN,1996,92.25,22.52
Hungary,HUN,1997,91.07,21.79
Hungary,HUN,1998,92.23,22.11
Hungary,HUN,1999,92.83,23.72
Hungary,HUN,2000,91.03,24.13
Hungary,HUN,2001,87.07,23.55
Hungary,HUN,2002,85.49,24.81
Hungary,HUN,2003,87.58,25.25
Hungary,HUN,2004,86.76,25.29
Hungary,HUN,2005,78.54,24.14
Hungary,HUN,2006,78.75,24.6
Hungary,HUN,2007,80.77,27.43
Hungary,HUN,2008,80.43,28.5
Hungary,HUN,2009,80.87,28.76
Hungary,HUN,2010,80.72,29.71
Hungary,HUN,2011,77.27,30.05
Hungary,HUN,2012,77.87,30.72
Hungary,HUN,2013,72.37,30.86
Hungary,HUN,2014,71.74,31.59
Hungary,HUN,2015,69.37,32
Hungary,HUN,2016,70.77,30.89
Hungary,HUN,2017,67.91,31.8
Hungary,HUN,2018,66.85,30.54
Hungary,HUN,2019,61.6,30.63
Iceland,ISL,1951,7.95,1.17
Iceland,ISL,1952,0,4.25
Iceland,ISL,1953,7.76,2.8
Iceland,ISL,1954,7.34,8.15
Iceland,ISL,1955,10.06,0
Iceland,ISL,1956,9.86,3.56
Iceland,ISL,1957,9.63,6.99
Iceland,ISL,1958,8.2,2.33
Iceland,ISL,1959,14.22,6.72
Iceland,ISL,1960,11.26,13.64
Iceland,ISL,1961,10.28,3.41
Iceland,ISL,1962,14.51,3.24
Iceland,ISL,1963,12.14,3.52
Iceland,ISL,1964,15.89,11.46
Iceland,ISL,1965,10.74,6.93
Iceland,ISL,1966,12.16,9.65
Iceland,ISL,1967,22.18,9.92
Iceland,ISL,1968,17.54,8.01
Iceland,ISL,1969,13.11,12.16
Iceland,ISL,1970,17.85,5.85
Iceland,ISL,1971,10.53,12.36
Iceland,ISL,1972,21.45,12.66
Iceland,ISL,1973,14.95,9.65
Iceland,ISL,1974,16.66,10.41
Iceland,ISL,1975,21.9,13.62
Iceland,ISL,1976,18.02,10.25
Iceland,ISL,1977,25.68,15.99
Iceland,ISL,1978,22.67,12.05
Iceland,ISL,1979,27.15,17.65
Iceland,ISL,1980,18.7,23.5
Iceland,ISL,1981,35.49,25.4
Iceland,ISL,1982,32.88,27.86
Iceland,ISL,1983,29.48,21.83
Iceland,ISL,1984,23.11,18.76
Iceland,ISL,1985,33.94,19.12
Iceland,ISL,1986,26.35,23.04
Iceland,ISL,1987,32.85,22.85
Iceland,ISL,1988,33.08,31.15
Iceland,ISL,1989,31.21,26.44
Iceland,ISL,1990,34.13,24.58
Iceland,ISL,1991,40.82,24.59
Iceland,ISL,1992,30.65,32.56
Iceland,ISL,1993,33.28,27.85
Iceland,ISL,1994,28.9,31.17
Iceland,ISL,1995,33,23.6
Iceland,ISL,1996,39.6,29.47
Iceland,ISL,1997,41.28,30.08
Iceland,ISL,1998,34.85,27.07
Iceland,ISL,1999,37.38,28.21
Iceland,ISL,2000,30.43,29.19
Iceland,ISL,2001,33.89,26.08
Iceland,ISL,2002,28.5,25.24
Iceland,ISL,2003,31.14,29.13
Iceland,ISL,2004,28.03,30.69
Iceland,ISL,2005,38.88,28
Iceland,ISL,2006,31.03,30.52
Iceland,ISL,2007,36.36,28.05
Iceland,ISL,2008,29.24,31.36
Iceland,ISL,2009,29,27.45
Iceland,ISL,2010,32.12,29.99
Iceland,ISL,2011,30.8,27.69
Iceland,ISL,2012,29.06,29.69
Iceland,ISL,2013,27.39,24.48
Iceland,ISL,2014,27.24,25.44
Iceland,ISL,2015,18.85,25.43
Iceland,ISL,2016,27.68,27.89
Iceland,ISL,2017,24.19,20.45
Iceland,ISL,2018,22.35,21.28
Iceland,ISL,2019,17.43,22.24
Iceland,ISL,2020,17.37,20.47
Iran,IRN,2013,10.48,4.97
Iran,IRN,2014,10.21,4.96
Iran,IRN,2015,11.21,5.36
Iran,IRN,2016,12.04,5.29
Iraq,IRQ,2008,12.7,4.57
Iraq,IRQ,2015,16.01,5.67
Iraq,IRQ,2016,16.54,6.13
Ireland,IRL,1950,10.78,3.27
Ireland,IRL,1951,13.36,4.46
Ireland,IRL,1952,15.94,5.04
Ireland,IRL,1953,17.57,5.03
Ireland,IRL,1954,19.11,6.32
Ireland,IRL,1955,20.6,5.91
Ireland,IRL,1956,23.31,5.26
Ireland,IRL,1957,23.44,7.76
Ireland,IRL,1958,23.07,6.03
Ireland,IRL,1959,26.06,5.76
Ireland,IRL,1960,27.84,6.35
Ireland,IRL,1961,29.67,6.38
Ireland,IRL,1962,30.12,8.45
Ireland,IRL,1963,29.38,6.98
Ireland,IRL,1964,30.82,7.18
Ireland,IRL,1965,33.22,8.34
Ireland,IRL,1966,37.16,8.15
Ireland,IRL,1967,37.48,9.53
Ireland,IRL,1968,41.7,10.57
Ireland,IRL,1969,39.3,9.88
Ireland,IRL,1970,43.94,11.03
Ireland,IRL,1971,43.95,12.58
Ireland,IRL,1972,43.34,13.29
Ireland,IRL,1973,47.17,12.08
Ireland,IRL,1974,48.53,16.13
Ireland,IRL,1975,49.36,15.65
Ireland,IRL,1976,53.58,15.04
Ireland,IRL,1977,51.48,14.96
Ireland,IRL,1978,52.29,15.67
Ireland,IRL,1979,52.45,17.18
Ireland,IRL,1980,50.19,16.47
Ireland,IRL,1981,56.48,18.08
Ireland,IRL,1982,51.54,18.29
Ireland,IRL,1983,56.53,20.5
Ireland,IRL,1984,58.37,20.52
Ireland,IRL,1985,58.7,19.15
Ireland,IRL,1986,58.96,19.46
Ireland,IRL,1987,53.18,18.37
Ireland,IRL,1988,56.05,21.51
Ireland,IRL,1989,54.48,22.53
Ireland,IRL,1990,54.04,20.79
Ireland,IRL,1991,51.31,19.09
Ireland,IRL,1992,52.67,20.57
Ireland,IRL,1993,54.51,20.29
Ireland,IRL,1994,51.52,21.04
Ireland,IRL,1995,50.76,21.16
Ireland,IRL,1996,46.63,19.4
Ireland,IRL,1997,42.88,18.78
Ireland,IRL,1998,46.01,21.13
Ireland,IRL,1999,42.71,19.54
Ireland,IRL,2000,45.09,21.72
Ireland,IRL,2001,42.23,19.29
Ireland,IRL,2002,40.89,19.47
Ireland,IRL,2003,42.23,20.73
Ireland,IRL,2004,41.38,21.58
Ireland,IRL,2005,38.14,21.92
Ireland,IRL,2006,38.36,21.76
Ireland,IRL,2007,39.88,21.08
Ireland,IRL,2008,37.72,22.02
Ireland,IRL,2009,39.18,21.48
Ireland,IRL,2010,34.79,21.11
Ireland,IRL,2011,37.53,22.13
Ireland,IRL,2012,35.73,20.69
Ireland,IRL,2013,34.76,20.98
Ireland,IRL,2014,34.04,24.17
Ireland,IRL,2015,31.54,20.58
Ireland,IRL,2018,27.96,19
Israel,ISR,1975,28.74,7.96
Israel,ISR,1976,29.3,8.56
Israel,ISR,1977,28.59,9.78
Israel,ISR,1978,28.17,9.34
Israel,ISR,1979,29.35,8.97
Israel,ISR,1980,30.28,9.95
Israel,ISR,1981,25.87,9.03
Israel,ISR,1982,28.2,8.7
Israel,ISR,1983,26.67,8.79
Israel,ISR,1984,27.34,8.72
Israel,ISR,1985,28.58,8.71
Israel,ISR,1986,26.81,9.22
Israel,ISR,1987,25.95,9.14
Israel,ISR,1988,26.3,8.85
Israel,ISR,1989,29.22,9.4
Israel,ISR,1990,30.71,10.03
